id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
13636,2019-10-19,05-CZQ-3124,TESLA,T1,2012,94688,DIREKSIYON POMPASI,850,1447
13637,2019-08-19,71-LJT-1863,TESLA,T4,2013,68066,DEBRIYAJ RULMANI,566,254
13638,2019-05-07,04-YTI-4232,FORD,FIESTA,2010,2506,DIREKSIYON POMPASI,850,1840
13639,2019-10-13,20-IYJ-6568,PEUGEOT,206,2003,28031,BALATA,787,766
13640,2019-09-07,50-UJW-8833,BMW,X3,2017,44175,BALATA,787,718
13641,2019-01-28,23-LDU-3941,FORD,FIESTA,2013,142752,DIREKSIYON POMPASI,850,1168
13642,2018-02-04,70-YNO-8885,TOFAS,KARTAL,2005,125266,BALATA,787,536
13643,2019-06-17,68-HAQ-9941,BMW,X3,2017,44522,DEBRIYAJ RULMANI,566,1652
13644,2019-02-14,51-JBN-7829,BMW,X7,2016,65563,DEBRIYAJ RULMANI,566,298
13645,2018-09-15,11-KTB-9867,VOLVO,V3,2008,186648,DEBRIYAJ RULMANI,566,686
13646,2019-09-03,65-SAN-4916,PEUGEOT,206,2000,120809,DEBRIYAJ RULMANI,566,1720
13647,2019-01-20,73-LRI-4742,TESLA,T3,2004,66110,DIREKSIYON POMPASI,850,1393
13648,2019-07-30,01-SXQ-6483,FIAT,DOBLO,2008,9948,DIREKSIYON POMPASI,850,1290
13649,2018-09-10,74-IPK-6320,MERCEDES,S350,2013,190633,DEBRIYAJ RULMANI,566,755
13650,2019-04-30,48-YWV-6131,TOFAS,KARTAL,2005,86694,BALATA,787,782
13651,2019-10-14,13-AKG-5643,TESLA,T3,2010,189198,BALATA,787,582
13652,2019-08-09,07-CGF-6522,FIAT,DOBLO,2005,171966,BALATA,787,747
13653,2018-01-16,62-DSS-2298,PEUGEOT,407,2003,135304,DIREKSIYON POMPASI,850,1929
13654,2019-07-09,77-NYS-4699,PEUGEOT,407,2013,96293,DEBRIYAJ RULMANI,566,763
13655,2019-10-25,63-WCG-7490,VOLVO,V3,2008,95697,DIREKSIYON POMPASI,850,837
13656,2018-01-21,41-KNY-3270,SAAB,S4,2012,54411,DEBRIYAJ RULMANI,566,1928
13657,2019-05-16,45-XXO-8099,VOLVO,V3,2013,84661,DIREKSIYON POMPASI,850,257
13658,2018-06-21,39-PKD-9208,PEUGEOT,206,2017,186503,BALATA,787,1436
13659,2019-05-20,65-GFC-2992,VOLKSWAGEN,JETTA,2000,4943,BALATA,787,483
13660,2018-02-14,37-CBL-1326,FORD,FIESTA,2010,74227,DEBRIYAJ RULMANI,566,1754
13661,2019-05-23,14-AZA-2739,VOLVO,V2,2017,121236,DEBRIYAJ RULMANI,566,1086
13662,2018-10-28,69-LQZ-6339,VOLVO,V1,2015,191694,BALATA,787,1280
13663,2018-10-18,52-NVD-1256,MERCEDES,E200,2010,68621,DIREKSIYON POMPASI,850,1069
13664,2019-06-19,79-DUL-9790,MERCEDES,C180,2004,79412,BALATA,787,1504
13665,2018-06-27,67-JXZ-8790,VOLKSWAGEN,PASSAT,2011,2889,DIREKSIYON POMPASI,850,1179
13666,2019-02-17,71-PCQ-1090,FORD,FOCUS,2004,149008,BALATA,787,614
13667,2018-04-15,74-BYG-6265,MERCEDES,S350,2014,196165,DEBRIYAJ RULMANI,566,1536
13668,2018-07-27,57-XJC-8915,PEUGEOT,306,2001,115849,BALATA,787,300
13669,2018-08-19,32-KUV-3406,AUDI,Q7,2013,69281,DIREKSIYON POMPASI,850,1802
13670,2019-02-04,57-TUF-3097,VOLVO,V3,2003,168679,BALATA,787,622
13671,2019-09-01,05-UNT-9547,VOLKSWAGEN,PASSAT,2009,26751,DEBRIYAJ RULMANI,566,440
13672,2019-07-13,09-YDW-2356,TESLA,T3,2003,87243,DEBRIYAJ RULMANI,566,1525
13673,2018-04-21,62-NAZ-7181,TESLA,T2,2009,29119,BALATA,787,374
13674,2019-07-14,50-SDY-8412,VOLVO,V1,2017,148972,DIREKSIYON POMPASI,850,1998
13675,2018-04-18,24-KGK-9828,FIAT,DOBLO,2005,94361,BALATA,787,1854
13676,2018-10-20,05-YLD-9014,VOLKSWAGEN,POLO,2016,144512,DIREKSIYON POMPASI,850,1040
13677,2018-03-22,60-UVC-6832,VOLKSWAGEN,PASSAT,2004,111057,BALATA,787,1419
13678,2019-10-19,41-QCG-4955,FORD,FOCUS,2010,97522,BALATA,787,1458
13679,2019-03-13,30-XDJ-8060,MERCEDES,S350,2001,130388,BALATA,787,856
13680,2018-01-06,25-JRT-5324,AUDI,Q7,2005,98196,DEBRIYAJ RULMANI,566,770
13681,2018-02-24,31-GHI-848,VOLKSWAGEN,JETTA,2013,79535,DEBRIYAJ RULMANI,566,314
13682,2019-08-23,40-BHS-5112,FORD,FIESTA,2016,29113,BALATA,787,1017
13683,2018-01-25,37-JBL-5496,AUDI,Q3,2015,20279,BALATA,787,367
13684,2019-07-22,44-USR-378,BMW,X5,2001,1284,DIREKSIYON POMPASI,850,876
13685,2018-03-13,45-HUT-6964,VOLVO,V4,2004,64875,DEBRIYAJ RULMANI,566,576
13686,2018-08-08,41-UHW-8313,SAAB,S4,2006,174757,DIREKSIYON POMPASI,850,1617
13687,2018-05-11,41-MQM-3094,VOLKSWAGEN,JETTA,2009,164874,BALATA,787,1288
13688,2019-06-09,37-OWR-9045,PEUGEOT,306,2010,7023,DEBRIYAJ RULMANI,566,345
13689,2018-07-24,37-NTB-4349,FIAT,500,2003,120988,BALATA,787,304
13690,2019-07-06,71-VSC-2818,VOLVO,V2,2011,197726,BALATA,787,580
13691,2018-05-31,37-THH-1956,FORD,FIESTA,2004,35853,DIREKSIYON POMPASI,850,903
13692,2018-07-23,13-SKZ-9063,MERCEDES,C180,2016,140807,DEBRIYAJ RULMANI,566,1875
13693,2018-08-27,59-WAB-184,BMW,X3,2000,40125,BALATA,787,661
13694,2018-02-19,13-BHQ-7742,AUDI,Q3,2005,37361,DIREKSIYON POMPASI,850,617
13695,2018-03-23,10-BQE-2907,AUDI,A6,2014,176386,DIREKSIYON POMPASI,850,1402
13696,2018-08-03,20-SZH-9089,VOLKSWAGEN,PASSAT,2008,170403,BALATA,787,996
13697,2019-03-18,38-MGQ-168,AUDI,Q3,2013,41766,DEBRIYAJ RULMANI,566,1608
13698,2018-05-10,08-QUJ-9200,SAAB,S3,2015,109235,BALATA,787,1889
13699,2018-12-19,53-CWX-919,FORD,KA,2005,159277,DEBRIYAJ RULMANI,566,768
13700,2018-10-06,44-BTP-1555,TOFAS,SAHIN,2005,180518,BALATA,787,1563
13701,2018-04-15,67-ZQH-8286,VOLKSWAGEN,PASSAT,2007,86883,BALATA,787,1097
13702,2019-09-16,74-TJT-2336,AUDI,Q3,2005,91964,DEBRIYAJ RULMANI,566,796
13703,2018-02-22,68-GZW-7850,PEUGEOT,306,2016,193366,BALATA,787,435
13704,2019-08-29,01-AJB-2567,TOFAS,KARTAL,2014,84241,DEBRIYAJ RULMANI,566,1486
13705,2019-06-12,73-LSN-7732,FIAT,EGEA,2005,84973,DEBRIYAJ RULMANI,566,1815
13706,2019-01-25,07-XYO-6200,PEUGEOT,306,2017,30324,BALATA,787,1554
13707,2018-07-17,14-HVM-4431,MERCEDES,C180,2015,94181,BALATA,787,676
13708,2018-10-03,76-LID-9128,FORD,KA,2001,83513,BALATA,787,1170
13709,2019-02-02,36-HWD-8138,TESLA,T3,2000,95269,DIREKSIYON POMPASI,850,979
13710,2018-10-24,08-ELK-6299,MERCEDES,C180,2007,96201,DIREKSIYON POMPASI,850,453
13711,2019-02-04,47-MKP-4531,PEUGEOT,206,2001,102076,BALATA,787,424
13712,2018-07-17,34-XCD-3518,AUDI,A6,2005,104985,BALATA,787,416
13713,2018-01-08,68-JXX-4835,FIAT,DOBLO,2007,86307,DEBRIYAJ RULMANI,566,1574
13714,2018-04-03,06-GMF-4110,FORD,KA,2007,170862,DEBRIYAJ RULMANI,566,1036
13715,2018-07-10,22-WIS-7724,VOLVO,V3,2004,110387,DIREKSIYON POMPASI,850,597
13716,2019-06-17,67-EMW-1003,VOLVO,V3,2003,177485,DEBRIYAJ RULMANI,566,930
13717,2018-05-10,41-WOU-8554,FORD,FOCUS,2000,111257,BALATA,787,680
13718,2018-08-29,39-TQJ-5911,PEUGEOT,306,2017,180196,DEBRIYAJ RULMANI,566,1742
13719,2019-07-14,81-XRO-587,VOLVO,V3,2004,146084,DIREKSIYON POMPASI,850,647
13720,2018-07-22,56-IGU-2064,SAAB,S2,2017,75260,BALATA,787,1400
13721,2019-04-30,25-FWN-2130,SAAB,S2,2015,164724,DEBRIYAJ RULMANI,566,256
13722,2018-06-20,29-WMY-8765,SAAB,S2,2008,105514,DIREKSIYON POMPASI,850,1561
13723,2019-06-26,27-JWM-8970,SAAB,S2,2000,111747,BALATA,787,1838
13724,2018-11-02,70-ISS-9075,VOLKSWAGEN,JETTA,2009,96337,DEBRIYAJ RULMANI,566,1911
13725,2019-04-28,23-JBQ-4353,PEUGEOT,306,2003,106855,BALATA,787,581
13726,2018-08-10,10-FNQ-8535,TOFAS,DOGAN,2013,45809,DEBRIYAJ RULMANI,566,787
13727,2018-03-23,20-DRL-7413,TOFAS,DOGAN,2006,165519,DIREKSIYON POMPASI,850,849
13728,2018-11-27,05-DYO-3009,PEUGEOT,306,2014,111464,DIREKSIYON POMPASI,850,734
13729,2019-10-09,21-HOP-1962,BMW,X3,2003,12190,DIREKSIYON POMPASI,850,846
13730,2019-02-19,81-KTS-3562,BMW,X7,2004,159939,DIREKSIYON POMPASI,850,1556
13731,2018-11-04,30-HWZ-8434,SAAB,S3,2008,62190,DIREKSIYON POMPASI,850,1591
13732,2019-06-21,44-KNY-5413,TESLA,T4,2004,69301,DEBRIYAJ RULMANI,566,1328
13733,2018-04-27,24-QGM-6072,AUDI,Q3,2013,134142,DEBRIYAJ RULMANI,566,1130
13734,2018-06-23,81-DTW-8082,FORD,FIESTA,2003,15452,DEBRIYAJ RULMANI,566,1929
13735,2018-07-02,53-LTL-342,FORD,FIESTA,2010,44684,BALATA,787,1028
13736,2019-06-30,37-FQX-3423,AUDI,Q3,2001,76813,DEBRIYAJ RULMANI,566,1238
13737,2018-08-02,14-FZL-2689,VOLVO,V3,2015,180222,DIREKSIYON POMPASI,850,462
13738,2019-12-31,30-LJG-2006,TESLA,T1,2000,134716,DIREKSIYON POMPASI,850,751
13739,2019-08-27,16-MCS-4521,BMW,X7,2011,74279,DIREKSIYON POMPASI,850,1619
13740,2018-01-17,35-IGS-4620,TESLA,T4,2009,185099,DIREKSIYON POMPASI,850,833
13741,2018-09-02,45-BEZ-6421,FIAT,500,2015,161024,DIREKSIYON POMPASI,850,1460
13742,2018-02-07,05-GOC-8300,TOFAS,DOGAN,2013,96443,DEBRIYAJ RULMANI,566,1937
13743,2018-08-19,49-NMZ-567,PEUGEOT,306,2006,173082,DIREKSIYON POMPASI,850,1309
13744,2018-07-17,29-NFP-6345,VOLKSWAGEN,PASSAT,2014,6615,DIREKSIYON POMPASI,850,812
13745,2018-07-23,69-DWM-4784,SAAB,S3,2010,136716,DEBRIYAJ RULMANI,566,477
13746,2019-09-24,33-EUH-3024,BMW,X5,2007,157177,BALATA,787,638
13747,2018-02-12,39-FCE-8762,VOLVO,V1,2011,159525,BALATA,787,1783
13748,2018-07-25,39-AKY-9962,VOLVO,V3,2002,17670,DEBRIYAJ RULMANI,566,1599
13749,2018-11-11,68-YCF-3921,FORD,FIESTA,2005,67405,BALATA,787,544
13750,2018-03-18,53-ZJH-1051,FORD,FIESTA,2012,63711,DIREKSIYON POMPASI,850,1570
13751,2019-09-30,48-KDB-4573,TESLA,T2,2005,167942,DIREKSIYON POMPASI,850,1367
13752,2018-05-22,04-IJX-8385,PEUGEOT,407,2005,92962,BALATA,787,1322
13753,2018-08-02,39-RBO-7941,FORD,FIESTA,2007,29406,DEBRIYAJ RULMANI,566,1664
13754,2018-02-22,81-GKS-2996,SAAB,S3,2009,87219,BALATA,787,354
13755,2018-02-25,37-CND-7099,VOLKSWAGEN,PASSAT,2007,117637,DEBRIYAJ RULMANI,566,1463
13756,2019-05-04,30-IOQ-4348,TESLA,T4,2007,21145,DIREKSIYON POMPASI,850,1547
13757,2018-04-07,07-MWR-8029,BMW,X5,2005,163819,BALATA,787,1192
13758,2019-01-01,35-OPW-651,VOLVO,V2,2004,119348,DEBRIYAJ RULMANI,566,1984
13759,2019-07-06,04-YZW-8691,VOLVO,V4,2015,30190,DIREKSIYON POMPASI,850,1420
13760,2019-11-10,02-LVD-4439,FORD,FOCUS,2006,100625,DIREKSIYON POMPASI,850,1662
13761,2018-11-12,69-FGC-9664,TOFAS,KARTAL,2009,65695,DIREKSIYON POMPASI,850,1704
13762,2019-09-04,62-OIV-5607,TESLA,T2,2007,86943,DEBRIYAJ RULMANI,566,606
13763,2018-10-11,12-RBY-2184,TESLA,T3,2003,37464,BALATA,787,1416
13764,2018-05-20,69-ALC-9149,SAAB,S3,2013,70505,DIREKSIYON POMPASI,850,1322
13765,2018-10-19,43-TCY-4747,BMW,X3,2004,24614,BALATA,787,654
13766,2018-09-16,52-FNZ-7370,VOLKSWAGEN,POLO,2013,135499,DIREKSIYON POMPASI,850,1288
13767,2018-03-10,65-OHO-1704,AUDI,Q7,2012,65208,DIREKSIYON POMPASI,850,840
13768,2019-01-14,06-IBN-9471,TESLA,T1,2001,76170,DEBRIYAJ RULMANI,566,1781
13769,2018-03-12,81-MAK-1246,TESLA,T1,2011,18935,DEBRIYAJ RULMANI,566,729
13770,2019-10-04,27-PMU-4391,BMW,X5,2004,128210,BALATA,787,493
13771,2019-10-16,65-PZI-4676,PEUGEOT,206,2016,77436,BALATA,787,1837
13772,2018-03-22,79-JKB-8269,VOLKSWAGEN,POLO,2006,122866,BALATA,787,1442
13773,2019-08-29,34-RDU-861,MERCEDES,C180,2006,32526,DIREKSIYON POMPASI,850,717
13774,2018-02-02,53-TLV-4225,PEUGEOT,206,2013,169681,DEBRIYAJ RULMANI,566,1898
13775,2019-04-13,31-VXZ-769,VOLVO,V2,2013,175733,DIREKSIYON POMPASI,850,351
13776,2019-11-12,60-VTN-8475,MERCEDES,S600,2009,98587,DEBRIYAJ RULMANI,566,882
13777,2019-04-16,42-YUD-8339,VOLVO,V3,2001,173588,DIREKSIYON POMPASI,850,1136
13778,2018-03-09,45-ZHK-2877,PEUGEOT,407,2012,151549,DIREKSIYON POMPASI,850,1547
13779,2019-03-31,65-NFC-8165,SAAB,S1,2014,175717,DIREKSIYON POMPASI,850,889
13780,2019-02-05,29-MCV-5765,PEUGEOT,306,2011,128514,BALATA,787,969
13781,2018-07-18,37-LWP-5904,VOLKSWAGEN,POLO,2001,17513,DEBRIYAJ RULMANI,566,1184
13782,2018-12-23,69-HSI-1086,FORD,KA,2014,6776,DEBRIYAJ RULMANI,566,1907
13783,2018-02-11,01-LAY-9861,TOFAS,DOGAN,2006,105585,DEBRIYAJ RULMANI,566,1528
13784,2018-06-05,67-ATZ-3426,FIAT,EGEA,2015,24202,BALATA,787,263
13785,2019-03-07,58-FIM-334,PEUGEOT,407,2000,53502,BALATA,787,1381
13786,2018-04-29,03-MCW-4741,VOLKSWAGEN,POLO,2006,196625,DEBRIYAJ RULMANI,566,803
13787,2019-10-26,60-YEM-5296,SAAB,S2,2015,179949,DEBRIYAJ RULMANI,566,1869
13788,2019-02-23,44-GUD-1613,TESLA,T4,2003,165877,DEBRIYAJ RULMANI,566,1388
13789,2019-04-02,57-CDX-5652,PEUGEOT,306,2004,66094,DEBRIYAJ RULMANI,566,589
13790,2018-08-12,76-FBC-867,TOFAS,SAHIN,2015,21878,DEBRIYAJ RULMANI,566,1006
13791,2018-09-28,66-CJO-8043,AUDI,A6,2007,88102,DIREKSIYON POMPASI,850,669
13792,2019-10-17,23-OGS-3785,BMW,X5,2010,198544,BALATA,787,287
13793,2018-01-15,71-IFO-8222,BMW,X3,2010,125589,DEBRIYAJ RULMANI,566,817
13794,2019-04-27,08-WEL-9708,TOFAS,DOGAN,2001,68284,BALATA,787,665
13795,2019-12-05,45-KYS-7271,FORD,KA,2001,42199,DIREKSIYON POMPASI,850,395
13796,2019-11-03,03-WOM-5525,AUDI,Q3,2015,90161,DEBRIYAJ RULMANI,566,510
13797,2018-04-23,26-VUQ-8937,SAAB,S2,2003,50480,DEBRIYAJ RULMANI,566,292
13798,2018-10-12,37-LAG-6469,PEUGEOT,407,2003,47266,DIREKSIYON POMPASI,850,863
13799,2019-03-25,67-DNF-2774,SAAB,S2,2001,164369,DIREKSIYON POMPASI,850,332
13800,2019-04-06,31-UKC-2592,TESLA,T4,2015,195920,BALATA,787,1733
13801,2019-06-02,41-PPN-2130,FIAT,500,2015,114389,DEBRIYAJ RULMANI,566,1103
13802,2019-10-12,14-KRE-3136,TOFAS,KARTAL,2008,180393,DEBRIYAJ RULMANI,566,1617
13803,2019-08-28,74-ICB-1537,TESLA,T4,2005,88240,DEBRIYAJ RULMANI,566,1533
13804,2019-12-12,19-XAN-2266,VOLKSWAGEN,JETTA,2005,39085,BALATA,787,997
13805,2019-06-12,07-VTU-3207,VOLKSWAGEN,JETTA,2003,187169,BALATA,787,1265
13806,2019-10-16,49-EMD-405,FIAT,DOBLO,2009,69878,DIREKSIYON POMPASI,850,1432
13807,2018-06-03,45-GYX-890,FORD,FIESTA,2016,76083,DEBRIYAJ RULMANI,566,1074
13808,2018-01-15,48-HPU-4665,TESLA,T3,2015,54678,DEBRIYAJ RULMANI,566,907
13809,2019-01-18,45-GRG-9479,BMW,X7,2009,150818,DIREKSIYON POMPASI,850,1807
13810,2019-05-26,37-NWK-5513,VOLKSWAGEN,POLO,2008,129746,DEBRIYAJ RULMANI,566,778
13811,2018-01-13,26-GME-8914,AUDI,Q7,2000,125536,DIREKSIYON POMPASI,850,521
13812,2018-01-08,15-EGN-8586,AUDI,Q7,2010,74482,DIREKSIYON POMPASI,850,1932
13813,2019-12-17,03-FCL-6065,AUDI,Q3,2003,79025,DEBRIYAJ RULMANI,566,576
13814,2018-11-29,76-QZX-6096,VOLKSWAGEN,JETTA,2001,33813,BALATA,787,699
13815,2018-09-10,58-NIK-7343,VOLVO,V1,2015,70106,DIREKSIYON POMPASI,850,890
13816,2018-04-23,67-FLB-8367,FIAT,EGEA,2000,130823,DEBRIYAJ RULMANI,566,1052
13817,2018-03-05,52-LYB-1869,SAAB,S4,2013,192615,BALATA,787,1853
13818,2018-02-18,69-KOJ-4161,TESLA,T1,2006,157141,BALATA,787,965
13819,2018-07-29,34-RPI-4215,SAAB,S4,2008,72154,BALATA,787,378
13820,2018-07-27,28-LIJ-3812,FORD,FOCUS,2009,74166,DIREKSIYON POMPASI,850,1552
13821,2019-06-07,10-AZX-8541,FIAT,500,2017,160066,DIREKSIYON POMPASI,850,560
13822,2019-08-08,01-MYJ-7930,SAAB,S1,2015,63139,BALATA,787,1429
13823,2018-01-11,41-MCP-7845,TOFAS,KARTAL,2000,151360,BALATA,787,875
13824,2018-10-10,35-ZOZ-4246,BMW,X5,2007,97646,DIREKSIYON POMPASI,850,1695
13825,2019-12-22,27-FCI-6203,MERCEDES,S600,2005,113584,DIREKSIYON POMPASI,850,737
13826,2018-02-17,56-IMP-4059,SAAB,S4,2009,7129,BALATA,787,400
13827,2019-01-13,49-IBJ-995,VOLVO,V4,2012,171141,BALATA,787,512
13828,2018-03-23,26-QUB-7892,FORD,KA,2000,168574,DIREKSIYON POMPASI,850,495
13829,2019-02-09,04-BXU-5162,VOLVO,V2,2016,128584,DEBRIYAJ RULMANI,566,1110
13830,2019-01-05,16-RNF-3283,TESLA,T1,2007,145450,DIREKSIYON POMPASI,850,1788
13831,2018-07-31,29-IXG-9270,BMW,X3,2005,155146,DEBRIYAJ RULMANI,566,829
13832,2018-09-25,21-PLL-9192,SAAB,S2,2012,42363,BALATA,787,391
13833,2018-08-06,51-TWQ-4123,VOLKSWAGEN,PASSAT,2016,158091,DEBRIYAJ RULMANI,566,1464
13834,2018-04-03,02-JEA-3016,BMW,X7,2001,10843,DIREKSIYON POMPASI,850,1480
13835,2019-01-25,38-QUY-2456,FIAT,500,2000,184337,DEBRIYAJ RULMANI,566,601
13836,2019-02-28,07-YAZ-7832,VOLKSWAGEN,PASSAT,2017,71036,DEBRIYAJ RULMANI,566,391
13837,2018-08-02,79-RUV-6944,SAAB,S3,2006,176414,DIREKSIYON POMPASI,850,1186
13838,2019-02-17,80-GCJ-9039,FORD,FOCUS,2017,12811,DIREKSIYON POMPASI,850,444
13839,2019-08-26,48-ZBU-9163,AUDI,Q7,2007,26962,DEBRIYAJ RULMANI,566,847
13840,2019-07-27,20-IBO-4637,FIAT,500,2017,100033,BALATA,787,1953
13841,2018-07-26,50-XDW-9049,MERCEDES,S350,2004,182102,BALATA,787,799
13842,2019-03-04,63-VAM-3086,FIAT,EGEA,2000,20863,BALATA,787,1252
13843,2019-03-29,49-BJO-7759,VOLKSWAGEN,JETTA,2012,121997,DIREKSIYON POMPASI,850,1828
13844,2019-07-18,19-BCJ-6120,MERCEDES,S350,2012,194194,DIREKSIYON POMPASI,850,1025
13845,2018-07-15,67-DAU-6244,TOFAS,DOGAN,2010,126853,DIREKSIYON POMPASI,850,641
13846,2019-03-12,34-VYY-5060,AUDI,Q5,2006,18120,DEBRIYAJ RULMANI,566,709
13847,2018-08-30,71-ZKT-9841,TOFAS,DOGAN,2015,65019,DIREKSIYON POMPASI,850,1896
13848,2018-12-18,34-MVA-9219,TESLA,T3,2015,4693,DIREKSIYON POMPASI,850,979
13849,2019-11-04,68-GFX-8118,PEUGEOT,407,2005,27559,DIREKSIYON POMPASI,850,696
13850,2018-08-30,41-IXG-1914,TOFAS,SAHIN,2010,138280,DIREKSIYON POMPASI,850,1356
13851,2019-05-11,44-WZG-8923,VOLKSWAGEN,PASSAT,2015,19529,DIREKSIYON POMPASI,850,767
13852,2018-10-13,11-UYK-5866,SAAB,S3,2009,61698,BALATA,787,1371
13853,2018-10-26,39-PKO-6838,PEUGEOT,206,2005,37857,DEBRIYAJ RULMANI,566,1643
13854,2018-11-17,19-LFY-724,FORD,FOCUS,2002,63500,DEBRIYAJ RULMANI,566,1594
13855,2018-04-09,59-GWF-6479,PEUGEOT,306,2016,86919,BALATA,787,1387
13856,2018-01-14,01-URV-5902,TOFAS,DOGAN,2003,123669,BALATA,787,1418
13857,2018-06-08,50-EFP-9624,SAAB,S2,2003,159954,BALATA,787,1725
13858,2018-10-09,33-MWL-2161,VOLKSWAGEN,POLO,2014,164393,BALATA,787,1377
13859,2019-07-05,44-BZV-4716,AUDI,Q7,2002,74448,DIREKSIYON POMPASI,850,1510
13860,2018-09-08,79-AEX-1088,FORD,FIESTA,2014,19073,BALATA,787,1968
13861,2018-08-13,13-WVH-9505,AUDI,Q5,2005,125612,DEBRIYAJ RULMANI,566,1614
13862,2019-05-17,78-WLZ-8375,FORD,KA,2016,30299,DIREKSIYON POMPASI,850,437
13863,2019-07-01,20-GJL-3396,AUDI,Q5,2003,80210,DEBRIYAJ RULMANI,566,1168
13864,2019-09-14,38-SNH-1110,TOFAS,KARTAL,2007,44918,BALATA,787,752
13865,2018-09-06,57-BSF-8678,SAAB,S2,2003,62492,BALATA,787,594
13866,2018-12-29,23-XIU-6346,AUDI,A6,2005,55122,DEBRIYAJ RULMANI,566,313
13867,2019-04-27,52-FTM-3624,MERCEDES,E200,2001,65898,DIREKSIYON POMPASI,850,715
13868,2018-12-23,45-ANL-6954,TOFAS,SAHIN,2003,166088,DIREKSIYON POMPASI,850,833
13869,2018-10-09,63-ZNR-8559,SAAB,S3,2014,133451,DIREKSIYON POMPASI,850,924
13870,2019-01-18,57-TBT-706,FIAT,EGEA,2002,62663,BALATA,787,722
13871,2019-07-24,12-HKH-6746,TOFAS,DOGAN,2003,20017,BALATA,787,589
13872,2019-04-21,80-XVJ-9493,BMW,X3,2006,123046,DIREKSIYON POMPASI,850,1730
13873,2019-05-01,43-RHE-316,PEUGEOT,206,2000,75839,DEBRIYAJ RULMANI,566,443
13874,2019-10-06,63-RWZ-8538,VOLKSWAGEN,PASSAT,2004,126485,DIREKSIYON POMPASI,850,391
13875,2019-05-21,48-OMF-5485,AUDI,A6,2012,153109,BALATA,787,1466
13876,2018-06-19,37-IHK-6990,FIAT,EGEA,2000,6501,DEBRIYAJ RULMANI,566,382
13877,2019-09-23,12-NHC-9616,VOLKSWAGEN,POLO,2016,11050,DIREKSIYON POMPASI,850,910
13878,2018-01-17,07-FUO-4255,AUDI,Q7,2014,8890,BALATA,787,619
13879,2019-08-03,58-EVE-3857,BMW,X3,2005,186382,DIREKSIYON POMPASI,850,422
13880,2018-01-16,12-OJZ-2538,FIAT,DOBLO,2006,41438,DEBRIYAJ RULMANI,566,1814
13881,2019-05-14,60-QNT-6393,FORD,FOCUS,2013,17444,BALATA,787,1455
13882,2019-12-20,17-AIB-6794,BMW,X7,2015,174479,BALATA,787,526
13883,2018-02-17,77-PCH-9158,VOLKSWAGEN,JETTA,2012,38740,DIREKSIYON POMPASI,850,1218
13884,2018-12-01,70-GAM-2132,VOLKSWAGEN,JETTA,2013,154608,DIREKSIYON POMPASI,850,1857
13885,2018-11-24,51-OLB-3041,VOLKSWAGEN,POLO,2001,162423,DIREKSIYON POMPASI,850,1302
13886,2019-08-06,81-HYW-3381,FIAT,EGEA,2002,83040,DIREKSIYON POMPASI,850,1361
13887,2018-11-25,40-RCK-1790,VOLKSWAGEN,PASSAT,2012,104736,BALATA,787,1269
13888,2018-08-05,36-EZN-2249,AUDI,A6,2017,61036,DEBRIYAJ RULMANI,566,722
13889,2019-05-03,60-NNI-1576,TOFAS,DOGAN,2014,77612,DEBRIYAJ RULMANI,566,740
13890,2018-09-29,17-CUV-2173,FORD,FOCUS,2005,104654,BALATA,787,638
13891,2019-12-20,74-DPJ-4315,AUDI,A6,2012,61609,DEBRIYAJ RULMANI,566,1964
13892,2019-02-24,16-QZH-2023,TOFAS,DOGAN,2004,88029,BALATA,787,1337
13893,2019-03-05,51-TTA-7403,PEUGEOT,306,2009,29517,BALATA,787,611
13894,2019-05-01,44-UXI-3979,TESLA,T2,2014,161422,BALATA,787,408
13895,2019-02-09,79-CBY-2066,AUDI,A6,2000,75258,DEBRIYAJ RULMANI,566,586
13896,2018-07-13,41-VJL-1237,MERCEDES,S600,2008,149216,BALATA,787,1579
13897,2018-01-12,75-VRE-3487,FIAT,DOBLO,2011,14749,BALATA,787,1371
13898,2018-05-10,53-OEX-1339,SAAB,S3,2000,20600,DIREKSIYON POMPASI,850,365
13899,2019-10-24,77-QGY-6276,VOLKSWAGEN,PASSAT,2009,58313,BALATA,787,795
13900,2019-05-28,60-FNN-8898,TESLA,T1,2012,173005,BALATA,787,1646
13901,2019-12-27,78-PJG-2179,SAAB,S4,2000,135859,DIREKSIYON POMPASI,850,1784
13902,2018-12-31,32-YNU-4073,TOFAS,KARTAL,2009,196907,DEBRIYAJ RULMANI,566,1092
13903,2019-06-16,20-FKC-9655,VOLVO,V2,2006,142219,BALATA,787,1311
13904,2018-04-16,72-CTG-6427,VOLKSWAGEN,PASSAT,2012,110837,DEBRIYAJ RULMANI,566,1279
13905,2018-06-06,14-GXX-7161,BMW,X7,2003,159342,DIREKSIYON POMPASI,850,902
13906,2019-11-08,34-WAV-8116,SAAB,S4,2003,114198,DIREKSIYON POMPASI,850,948
13907,2018-11-06,25-XXP-1598,BMW,X7,2011,91236,BALATA,787,510
13908,2019-10-19,75-MGW-4108,AUDI,A6,2011,141558,DIREKSIYON POMPASI,850,391
13909,2018-07-21,15-AVT-8590,VOLKSWAGEN,POLO,2006,54135,BALATA,787,941
13910,2019-05-04,08-LPZ-7881,SAAB,S2,2011,169092,DEBRIYAJ RULMANI,566,863
