id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
10470,2019-06-01,69-UQJ-5082,TESLA,T1,2009,129675,DIREKSIYON POMPASI,801,1281
10471,2019-06-13,11-AXF-9967,TESLA,T3,2017,73476,DIREKSIYON POMPASI,801,1765
10472,2019-07-20,41-EJD-5014,BMW,X3,2008,165670,BALATA,699,1801
10473,2019-08-14,32-GPB-8601,VOLKSWAGEN,JETTA,2009,150299,DIREKSIYON POMPASI,801,522
10474,2018-10-19,19-QQX-2815,BMW,X5,2017,34869,DEBRIYAJ RULMANI,694,1779
10475,2019-01-18,71-IQN-4803,FORD,FIESTA,2002,62945,BALATA,699,449
10476,2018-08-31,70-AYF-5796,AUDI,Q5,2002,99391,DIREKSIYON POMPASI,801,636
10477,2020-01-01,24-TWK-671,TESLA,T3,2003,195531,BALATA,699,1381
10478,2018-12-16,01-IFR-8786,SAAB,S3,2008,140184,DEBRIYAJ RULMANI,694,1883
10479,2018-09-01,52-TGX-6843,FIAT,EGEA,2013,2276,DIREKSIYON POMPASI,801,1290
10480,2019-06-14,18-HNS-5499,PEUGEOT,407,2001,159734,BALATA,699,1898
10481,2019-04-20,78-YUU-8202,VOLKSWAGEN,PASSAT,2005,14118,DEBRIYAJ RULMANI,694,1698
10482,2018-02-24,64-FLL-2576,TESLA,T3,2003,193534,BALATA,699,1014
10483,2019-08-01,31-KUN-1546,TESLA,T1,2007,35278,BALATA,699,1038
10484,2019-09-10,62-AGL-4757,TOFAS,SAHIN,2013,77159,DEBRIYAJ RULMANI,694,356
10485,2019-02-09,81-UBU-1390,PEUGEOT,407,2014,143351,DEBRIYAJ RULMANI,694,1931
10486,2018-03-21,64-YMO-9873,FIAT,EGEA,2006,79839,BALATA,699,395
10487,2018-04-02,51-WUI-8270,FORD,FIESTA,2003,175837,BALATA,699,1793
10488,2018-02-16,75-AWG-3663,VOLVO,V2,2000,101259,DIREKSIYON POMPASI,801,1806
10489,2018-08-13,39-YKI-3646,AUDI,A6,2004,48796,DIREKSIYON POMPASI,801,433
10490,2018-01-04,65-NYR-3476,MERCEDES,S600,2002,92013,DEBRIYAJ RULMANI,694,1213
10491,2018-07-07,16-AEO-2890,FORD,KA,2006,18874,DEBRIYAJ RULMANI,694,961
10492,2019-01-26,20-TDX-5676,AUDI,Q5,2006,29642,DIREKSIYON POMPASI,801,911
10493,2019-05-31,68-QDE-5734,VOLKSWAGEN,POLO,2002,195425,DEBRIYAJ RULMANI,694,1388
10494,2018-01-01,11-DRZ-3114,TESLA,T2,2016,115743,DIREKSIYON POMPASI,801,1973
10495,2019-03-12,33-KAJ-4347,VOLVO,V3,2010,130244,BALATA,699,1399
10496,2019-08-19,29-UXT-5529,AUDI,A6,2014,188664,DIREKSIYON POMPASI,801,766
10497,2018-02-19,07-FQM-1165,SAAB,S2,2007,53659,BALATA,699,1516
10498,2018-02-22,20-XNU-4528,PEUGEOT,206,2010,50696,DIREKSIYON POMPASI,801,1797
10499,2018-04-28,17-AZL-9770,AUDI,A6,2009,125222,DEBRIYAJ RULMANI,694,1510
10500,2019-08-25,23-ZIN-1855,FORD,FIESTA,2009,51759,DIREKSIYON POMPASI,801,1353
10501,2018-03-26,40-GTP-6118,AUDI,Q5,2000,144566,DIREKSIYON POMPASI,801,1645
10502,2019-02-01,02-XHN-8455,VOLKSWAGEN,POLO,2005,83355,DEBRIYAJ RULMANI,694,616
10503,2018-10-21,58-AXW-4752,SAAB,S1,2000,195419,DEBRIYAJ RULMANI,694,287
10504,2018-09-09,46-CKI-3212,BMW,X5,2015,192882,DIREKSIYON POMPASI,801,1399
10505,2019-05-09,23-PYX-5734,PEUGEOT,407,2014,93386,DEBRIYAJ RULMANI,694,267
10506,2018-05-07,20-BOQ-323,MERCEDES,S350,2008,76537,BALATA,699,1740
10507,2019-12-23,57-YXW-8454,BMW,X7,2017,44900,BALATA,699,407
10508,2018-04-10,76-HNI-6618,VOLVO,V2,2009,48715,BALATA,699,470
10509,2019-09-26,56-OEN-9736,BMW,X5,2005,99988,DEBRIYAJ RULMANI,694,484
10510,2018-11-20,24-AFX-3484,MERCEDES,C180,2003,186865,DIREKSIYON POMPASI,801,1142
10511,2019-04-14,58-NXY-3409,FORD,FIESTA,2006,89284,BALATA,699,1874
10512,2019-09-20,22-JLF-5917,TESLA,T1,2017,45085,DEBRIYAJ RULMANI,694,1746
10513,2019-01-06,34-SME-2529,MERCEDES,S600,2005,146576,BALATA,699,1604
10514,2019-12-28,06-ZWB-8215,SAAB,S3,2013,44273,BALATA,699,537
10515,2019-10-25,59-WYZ-9731,PEUGEOT,206,2008,157719,DEBRIYAJ RULMANI,694,309
10516,2019-02-18,63-CFU-2641,AUDI,Q7,2007,133576,DEBRIYAJ RULMANI,694,1570
10517,2019-07-04,46-TII-9611,TOFAS,DOGAN,2008,85719,DEBRIYAJ RULMANI,694,1346
10518,2019-01-08,10-APG-5678,FIAT,EGEA,2006,124459,DIREKSIYON POMPASI,801,958
10519,2019-09-29,11-IKQ-9614,FIAT,EGEA,2000,35934,DEBRIYAJ RULMANI,694,718
10520,2018-08-16,53-HXI-1582,PEUGEOT,407,2003,61263,BALATA,699,773
10521,2018-02-07,14-KLW-7458,TESLA,T2,2003,113531,BALATA,699,1333
10522,2019-08-11,07-OHI-2994,MERCEDES,C180,2016,124349,BALATA,699,1487
10523,2019-09-13,52-YKI-1436,PEUGEOT,206,2007,37481,BALATA,699,583
10524,2019-12-22,66-ZFT-1192,TESLA,T3,2016,142237,DIREKSIYON POMPASI,801,762
10525,2018-06-16,54-XYE-1404,VOLVO,V2,2002,131587,DEBRIYAJ RULMANI,694,1160
10526,2019-08-24,52-OZD-9395,FORD,FOCUS,2001,127621,BALATA,699,1909
10527,2018-01-14,72-KYP-6984,MERCEDES,E200,2009,33583,BALATA,699,1393
10528,2019-09-03,21-JLR-9657,AUDI,A6,2014,31771,DEBRIYAJ RULMANI,694,1098
10529,2019-11-23,54-XSU-6785,TESLA,T1,2015,169313,DEBRIYAJ RULMANI,694,343
10530,2019-05-17,66-CJB-5680,TESLA,T1,2012,6013,BALATA,699,585
10531,2018-09-29,19-QAK-4160,SAAB,S3,2016,5110,DEBRIYAJ RULMANI,694,435
10532,2018-06-16,28-KFF-8486,VOLVO,V4,2014,20849,DEBRIYAJ RULMANI,694,1952
10533,2018-12-10,70-MBT-177,TESLA,T2,2002,122097,BALATA,699,1795
10534,2019-02-04,26-WBQ-850,FORD,FIESTA,2009,117632,DIREKSIYON POMPASI,801,1684
10535,2019-01-03,44-ZBG-7655,FIAT,DOBLO,2007,122152,DIREKSIYON POMPASI,801,1212
10536,2018-09-18,80-LDH-8808,MERCEDES,S350,2002,139541,BALATA,699,461
10537,2019-05-25,21-SIP-475,FIAT,DOBLO,2013,162620,DEBRIYAJ RULMANI,694,532
10538,2018-05-28,60-CVX-3777,VOLVO,V3,2006,12400,DIREKSIYON POMPASI,801,1369
10539,2019-04-26,21-RDH-2651,SAAB,S1,2001,165139,DEBRIYAJ RULMANI,694,1351
10540,2018-04-10,28-SGA-9882,BMW,X7,2011,153645,DEBRIYAJ RULMANI,694,1781
10541,2018-11-21,08-OOI-9286,TESLA,T1,2001,68028,DEBRIYAJ RULMANI,694,951
10542,2018-11-01,35-KUV-6771,SAAB,S4,2012,149734,BALATA,699,1284
10543,2018-04-10,71-BCJ-6408,TESLA,T3,2007,154647,BALATA,699,261
10544,2018-04-28,47-HUR-6497,FORD,FOCUS,2013,83547,DIREKSIYON POMPASI,801,672
10545,2019-03-07,42-CCL-1355,MERCEDES,S600,2012,64648,DEBRIYAJ RULMANI,694,1265
10546,2019-05-15,49-AJM-8311,BMW,X7,2015,50704,BALATA,699,540
10547,2019-09-03,42-KJU-5014,BMW,X7,2000,102504,BALATA,699,348
10548,2018-07-11,06-FPR-6936,FIAT,EGEA,2017,27792,DEBRIYAJ RULMANI,694,568
10549,2018-12-26,23-CZP-970,VOLKSWAGEN,PASSAT,2014,156338,DEBRIYAJ RULMANI,694,1662
10550,2018-01-16,06-MAP-9379,VOLVO,V2,2000,180740,DEBRIYAJ RULMANI,694,1422
10551,2019-10-03,37-YQT-7964,TESLA,T1,2007,120376,DEBRIYAJ RULMANI,694,1768
10552,2019-04-09,66-KKX-8068,VOLKSWAGEN,POLO,2014,104435,BALATA,699,1201
10553,2018-11-19,27-YKF-3084,SAAB,S4,2001,150780,DEBRIYAJ RULMANI,694,659
10554,2019-04-20,44-FNQ-6509,VOLKSWAGEN,POLO,2002,160152,BALATA,699,320
10555,2019-04-28,45-WTL-867,MERCEDES,S350,2013,142939,BALATA,699,351
10556,2019-11-06,46-RSC-2987,TESLA,T3,2000,196090,DIREKSIYON POMPASI,801,960
10557,2018-05-18,32-SJN-4710,TOFAS,SAHIN,2010,98263,DEBRIYAJ RULMANI,694,1833
10558,2019-10-18,37-ETJ-406,TESLA,T2,2002,45386,BALATA,699,334
10559,2019-10-31,55-MZV-7481,TESLA,T2,2017,197312,DEBRIYAJ RULMANI,694,1186
10560,2018-10-09,65-XIS-5172,BMW,X7,2009,143404,BALATA,699,1791
10561,2019-10-17,56-HMO-1340,VOLVO,V2,2017,21751,BALATA,699,1860
10562,2018-10-04,41-THQ-7083,TOFAS,SAHIN,2012,106588,BALATA,699,1428
10563,2018-09-11,15-FHY-3682,AUDI,Q7,2002,100332,DEBRIYAJ RULMANI,694,1301
10564,2018-06-25,39-MGF-9035,VOLKSWAGEN,POLO,2011,117541,BALATA,699,1688
10565,2019-02-25,07-KWY-4992,AUDI,A6,2000,199435,DEBRIYAJ RULMANI,694,1595
10566,2019-02-11,55-HIB-736,TESLA,T1,2003,99089,DIREKSIYON POMPASI,801,1098
10567,2019-04-22,58-KHR-2746,FIAT,EGEA,2006,88610,BALATA,699,1288
10568,2018-02-20,57-DDS-5317,PEUGEOT,407,2014,21672,DEBRIYAJ RULMANI,694,258
10569,2019-11-23,41-SUC-1393,VOLKSWAGEN,POLO,2015,31502,BALATA,699,1749
10570,2019-09-17,73-NNI-3904,BMW,X3,2005,99806,BALATA,699,1284
10571,2018-09-05,52-DUG-430,SAAB,S3,2015,48391,DIREKSIYON POMPASI,801,1359
10572,2018-03-23,60-JIF-2511,VOLVO,V2,2010,155706,BALATA,699,978
10573,2019-04-08,02-BVE-9872,FIAT,DOBLO,2003,137482,DIREKSIYON POMPASI,801,1999
10574,2019-04-25,44-URI-3383,MERCEDES,S600,2005,5473,BALATA,699,805
10575,2019-09-30,15-MBQ-1980,TOFAS,SAHIN,2017,134145,BALATA,699,994
10576,2018-06-11,67-BTL-3075,FIAT,500L,2015,15216,BALATA,699,1568
10577,2019-01-14,51-MPP-9925,FORD,FIESTA,2000,194049,BALATA,699,256
10578,2018-09-12,59-MMA-1575,SAAB,S3,2004,129012,DIREKSIYON POMPASI,801,1233
10579,2019-01-11,27-POC-8613,MERCEDES,S600,2005,60205,BALATA,699,1055
10580,2019-11-14,26-QNE-455,BMW,X7,2011,107053,BALATA,699,338
10581,2018-08-01,58-KBD-8750,SAAB,S3,2009,37071,BALATA,699,539
10582,2018-05-30,81-EJO-6888,VOLKSWAGEN,JETTA,2014,74883,DIREKSIYON POMPASI,801,541
10583,2019-06-02,33-DBA-1091,FORD,FIESTA,2011,99671,BALATA,699,1162
10584,2019-11-23,50-RMG-4489,AUDI,Q7,2003,39241,BALATA,699,1063
10585,2019-10-16,77-KHC-8562,TESLA,T4,2003,10715,DEBRIYAJ RULMANI,694,975
10586,2018-05-25,46-WDL-7012,TESLA,T3,2004,54600,DEBRIYAJ RULMANI,694,1411
10587,2019-11-02,06-EYQ-9820,TESLA,T4,2005,36277,DIREKSIYON POMPASI,801,477
10588,2019-08-01,01-HZZ-792,FORD,FOCUS,2015,83801,DEBRIYAJ RULMANI,694,872
10589,2019-01-16,12-RCN-7970,BMW,X7,2007,129859,DIREKSIYON POMPASI,801,1582
10590,2019-09-13,08-BMP-824,MERCEDES,E200,2006,180394,DIREKSIYON POMPASI,801,632
10591,2019-12-12,35-UYQ-9136,TESLA,T2,2011,164764,DIREKSIYON POMPASI,801,1745
10592,2019-11-13,78-AFL-8608,FIAT,EGEA,2013,137120,DEBRIYAJ RULMANI,694,1135
10593,2019-02-03,47-RVR-2831,VOLKSWAGEN,PASSAT,2007,117968,DEBRIYAJ RULMANI,694,323
10594,2018-05-29,46-FMG-105,BMW,X7,2017,91708,DIREKSIYON POMPASI,801,566
10595,2019-07-12,80-YBX-1644,PEUGEOT,206,2008,145360,DEBRIYAJ RULMANI,694,1582
10596,2018-08-20,30-KOE-9985,PEUGEOT,407,2006,123054,DEBRIYAJ RULMANI,694,1577
10597,2019-04-13,46-BGE-4182,BMW,X7,2001,144011,DEBRIYAJ RULMANI,694,1172
10598,2019-07-22,68-OWH-3416,PEUGEOT,206,2003,10259,DIREKSIYON POMPASI,801,1695
10599,2018-08-21,37-KXH-8486,AUDI,Q5,2005,15070,DEBRIYAJ RULMANI,694,1668
10600,2019-06-23,53-LKH-2999,BMW,X3,2001,106665,DIREKSIYON POMPASI,801,1366
10601,2019-06-03,75-IIO-9581,TOFAS,DOGAN,2014,175056,DEBRIYAJ RULMANI,694,923
10602,2019-10-05,64-WNR-9496,TOFAS,KARTAL,2003,5773,BALATA,699,350
10603,2018-01-03,80-KEZ-5037,SAAB,S2,2012,113149,BALATA,699,1720
10604,2019-09-20,61-SLM-1718,VOLKSWAGEN,PASSAT,2010,197205,DEBRIYAJ RULMANI,694,1816
10605,2019-04-29,36-BAL-8295,TOFAS,SAHIN,2009,147790,BALATA,699,647
10606,2019-11-08,67-GBZ-9280,FORD,FIESTA,2015,40242,DEBRIYAJ RULMANI,694,1998
10607,2019-12-07,78-FXQ-6237,VOLKSWAGEN,PASSAT,2016,5827,DEBRIYAJ RULMANI,694,1834
10608,2019-11-08,70-IVN-4582,VOLVO,V1,2002,84888,DEBRIYAJ RULMANI,694,1403
10609,2018-07-07,13-TGP-312,VOLVO,V1,2001,100038,DIREKSIYON POMPASI,801,1185
10610,2019-11-19,15-IYW-3810,BMW,X5,2001,74250,DEBRIYAJ RULMANI,694,764
10611,2018-11-25,73-GUJ-1434,VOLKSWAGEN,POLO,2014,193204,DEBRIYAJ RULMANI,694,1622
10612,2018-05-09,21-XGW-1388,MERCEDES,E200,2000,116620,BALATA,699,705
10613,2019-11-02,70-TIY-5554,TOFAS,KARTAL,2017,191796,DEBRIYAJ RULMANI,694,1168
10614,2019-01-21,05-XFE-4054,TOFAS,SAHIN,2007,116515,DIREKSIYON POMPASI,801,1849
10615,2018-07-06,49-LJX-6114,VOLVO,V1,2011,161025,DIREKSIYON POMPASI,801,580
10616,2018-02-07,23-DWF-6933,VOLVO,V1,2007,9590,BALATA,699,1748
10617,2019-05-22,50-IBJ-4470,VOLVO,V1,2004,77721,DIREKSIYON POMPASI,801,1460
10618,2019-02-05,07-ANP-8047,MERCEDES,C180,2016,193405,BALATA,699,1386
10619,2019-07-20,09-DHG-6923,TOFAS,SAHIN,2008,94168,DIREKSIYON POMPASI,801,644
10620,2018-07-21,41-FQO-3640,SAAB,S1,2000,48041,DEBRIYAJ RULMANI,694,459
10621,2019-12-26,24-QKK-7414,PEUGEOT,206,2005,63288,DEBRIYAJ RULMANI,694,1271
10622,2019-10-20,01-GIG-8637,FIAT,500,2011,5341,DEBRIYAJ RULMANI,694,541
10623,2018-11-10,61-VHI-3112,MERCEDES,C180,2014,66467,DEBRIYAJ RULMANI,694,1127
10624,2019-02-15,18-SOS-9659,TESLA,T4,2017,44037,DIREKSIYON POMPASI,801,1996
10625,2019-10-19,33-XZT-7794,PEUGEOT,306,2001,11814,DIREKSIYON POMPASI,801,865
10626,2018-10-15,59-MBL-374,PEUGEOT,306,2015,122493,DIREKSIYON POMPASI,801,1997
10627,2018-03-10,62-ZJP-2164,FIAT,DOBLO,2006,12402,DIREKSIYON POMPASI,801,1934
10628,2019-12-19,64-VUA-899,VOLKSWAGEN,JETTA,2011,126785,DIREKSIYON POMPASI,801,966
10629,2019-08-13,18-ZOQ-5607,VOLKSWAGEN,POLO,2012,136133,BALATA,699,734
10630,2018-12-07,04-XXT-9053,PEUGEOT,306,2004,134889,DIREKSIYON POMPASI,801,780
10631,2018-06-23,65-BIG-2261,PEUGEOT,206,2004,165029,DEBRIYAJ RULMANI,694,588
10632,2019-06-26,71-DAU-9374,SAAB,S2,2014,10954,DIREKSIYON POMPASI,801,1207
10633,2018-05-26,55-QCE-9693,SAAB,S3,2010,114729,DEBRIYAJ RULMANI,694,1342
10634,2019-02-02,11-YNP-3330,TESLA,T1,2007,61720,BALATA,699,735
10635,2018-04-01,69-MLO-4917,VOLKSWAGEN,POLO,2013,124009,DEBRIYAJ RULMANI,694,1994
10636,2019-05-17,11-LVI-6923,FIAT,DOBLO,2003,187758,DEBRIYAJ RULMANI,694,1274
10637,2019-05-28,54-XWQ-3048,VOLKSWAGEN,JETTA,2013,119899,DEBRIYAJ RULMANI,694,1809
10638,2019-07-06,25-SZH-9989,AUDI,Q7,2014,52646,BALATA,699,1904
10639,2018-05-22,31-ZFH-998,VOLVO,V3,2008,2780,DIREKSIYON POMPASI,801,1534
10640,2018-10-23,07-CTY-9745,FORD,FIESTA,2006,68427,DEBRIYAJ RULMANI,694,1310
10641,2018-09-02,39-FZT-1505,TOFAS,DOGAN,2010,70735,DEBRIYAJ RULMANI,694,1132
10642,2019-09-14,51-JSB-8069,TESLA,T1,2004,123799,BALATA,699,1452
10643,2019-05-18,80-VPD-3874,BMW,X3,2006,171923,DIREKSIYON POMPASI,801,1409
10644,2019-10-05,60-QUL-7835,FIAT,500L,2001,16532,BALATA,699,781
10645,2019-04-18,72-LID-9508,VOLKSWAGEN,POLO,2016,109783,BALATA,699,1022
10646,2018-02-10,38-FKP-899,TOFAS,SAHIN,2009,131890,DEBRIYAJ RULMANI,694,395
10647,2018-11-16,72-KAZ-6178,FORD,FIESTA,2016,58815,DIREKSIYON POMPASI,801,1465
10648,2019-01-25,54-AJR-3325,FORD,FOCUS,2003,32227,BALATA,699,1612
10649,2018-09-03,63-MLC-4357,BMW,X3,2017,19015,DEBRIYAJ RULMANI,694,1162
10650,2019-12-30,43-MBU-3585,TESLA,T2,2002,94025,DEBRIYAJ RULMANI,694,1965
10651,2018-06-28,03-XRC-661,BMW,X7,2000,67902,DIREKSIYON POMPASI,801,630
10652,2018-03-09,62-FMU-641,FIAT,DOBLO,2014,84720,BALATA,699,1770
10653,2019-12-07,30-MKQ-5387,AUDI,Q7,2013,140428,BALATA,699,316
10654,2018-03-18,45-HTU-6970,TOFAS,DOGAN,2011,158253,DEBRIYAJ RULMANI,694,651
10655,2018-04-28,73-MLU-4129,FIAT,EGEA,2003,28218,DIREKSIYON POMPASI,801,387
10656,2018-06-08,47-HTW-8052,VOLVO,V1,2010,145891,BALATA,699,863
10657,2018-09-30,26-SIE-9731,PEUGEOT,306,2001,148381,DEBRIYAJ RULMANI,694,1582
10658,2018-10-29,64-QSV-5409,SAAB,S2,2008,78606,DIREKSIYON POMPASI,801,1553
10659,2018-09-23,56-UTY-6318,TOFAS,SAHIN,2017,33144,DEBRIYAJ RULMANI,694,862
10660,2018-03-01,68-XST-6429,TOFAS,SAHIN,2011,54629,BALATA,699,846
10661,2018-07-19,56-YWF-9593,TOFAS,DOGAN,2014,124092,DIREKSIYON POMPASI,801,780
10662,2019-04-15,69-FVT-9213,MERCEDES,S350,2007,185316,BALATA,699,362
10663,2018-11-17,05-TSL-529,TOFAS,DOGAN,2000,78108,BALATA,699,335
10664,2018-07-21,02-JJH-7341,PEUGEOT,306,2016,1732,DEBRIYAJ RULMANI,694,596
10665,2019-10-17,03-ETG-2770,SAAB,S3,2016,79069,BALATA,699,640
10666,2018-07-25,63-AZU-1517,VOLVO,V3,2009,135263,DIREKSIYON POMPASI,801,561
10667,2019-10-04,63-JWO-2076,TOFAS,SAHIN,2010,42989,BALATA,699,1008
10668,2019-03-15,49-ZBJ-4009,VOLKSWAGEN,PASSAT,2000,101070,BALATA,699,266
10669,2018-06-22,40-URN-900,BMW,X7,2016,198504,DEBRIYAJ RULMANI,694,1870
10670,2018-05-27,36-TQO-644,MERCEDES,E200,2008,120283,DIREKSIYON POMPASI,801,1466
10671,2019-04-25,53-VQF-6763,FIAT,500,2011,55995,BALATA,699,328
10672,2018-05-23,20-QPL-4892,SAAB,S2,2003,156324,DEBRIYAJ RULMANI,694,393
10673,2019-11-18,52-QZZ-7373,FIAT,500L,2003,123745,BALATA,699,1674
10674,2019-12-28,04-GAW-9036,FORD,KA,2012,31219,DEBRIYAJ RULMANI,694,646
10675,2019-04-27,65-RIX-907,AUDI,Q3,2008,29872,DEBRIYAJ RULMANI,694,1429
10676,2018-01-08,74-PGA-2209,AUDI,Q5,2005,62020,DEBRIYAJ RULMANI,694,1556
10677,2019-10-19,12-FNU-2770,PEUGEOT,206,2003,66004,BALATA,699,1397
10678,2018-10-05,02-IHJ-7890,PEUGEOT,206,2016,70765,BALATA,699,1396
10679,2018-06-15,51-GDT-6531,FIAT,EGEA,2015,151711,DEBRIYAJ RULMANI,694,1286
10680,2018-02-18,30-ACH-7360,AUDI,A6,2007,147622,DEBRIYAJ RULMANI,694,286
10681,2018-06-07,47-CPL-8232,MERCEDES,C180,2017,177838,DEBRIYAJ RULMANI,694,1994
10682,2018-06-13,01-QBN-5414,VOLVO,V4,2016,100778,BALATA,699,1381
10683,2019-11-30,68-APY-7777,FIAT,500,2002,143749,DEBRIYAJ RULMANI,694,1187
10684,2018-03-24,60-JDI-4032,FORD,FOCUS,2013,117436,DEBRIYAJ RULMANI,694,632
10685,2019-10-02,07-JHY-6078,TESLA,T1,2008,25564,DIREKSIYON POMPASI,801,1369
10686,2018-12-04,37-JPA-180,FIAT,500,2014,170992,BALATA,699,1779
10687,2018-07-12,61-MQA-1329,MERCEDES,S350,2016,73297,DIREKSIYON POMPASI,801,1089
10688,2019-02-04,17-CHU-4565,FIAT,EGEA,2017,65040,DIREKSIYON POMPASI,801,656
10689,2018-03-23,52-HFI-3161,MERCEDES,S350,2002,74249,BALATA,699,457
10690,2018-08-02,59-UKG-359,MERCEDES,S600,2016,165813,BALATA,699,1988
10691,2019-07-02,63-TQB-3146,VOLKSWAGEN,POLO,2002,16021,DEBRIYAJ RULMANI,694,679
10692,2019-09-15,15-SSR-2284,AUDI,A6,2004,117018,BALATA,699,1946
10693,2019-08-02,47-IGZ-4014,FORD,KA,2000,156503,BALATA,699,984
10694,2018-01-07,78-QZQ-9628,TESLA,T1,2000,133347,BALATA,699,1315
10695,2019-01-15,22-BPL-2516,PEUGEOT,407,2016,91081,DEBRIYAJ RULMANI,694,1063
10696,2019-10-01,31-BDD-3658,SAAB,S1,2014,60635,BALATA,699,662
10697,2018-09-12,72-WTY-1459,TOFAS,DOGAN,2006,109635,DEBRIYAJ RULMANI,694,1756
10698,2018-12-02,27-CXG-7607,AUDI,Q3,2014,114160,DEBRIYAJ RULMANI,694,1956
10699,2019-07-12,14-XQK-6238,SAAB,S4,2010,138399,BALATA,699,765
10700,2019-09-06,02-NUS-1385,FIAT,DOBLO,2011,123059,DEBRIYAJ RULMANI,694,1535
10701,2019-07-02,34-VJJ-9192,AUDI,Q5,2014,4613,DIREKSIYON POMPASI,801,516
10702,2019-08-22,72-PGN-4387,SAAB,S4,2005,122658,DIREKSIYON POMPASI,801,670
10703,2019-10-21,31-ODS-9478,VOLVO,V4,2002,21396,DIREKSIYON POMPASI,801,1086
10704,2018-10-20,17-QUD-9011,SAAB,S3,2004,13821,BALATA,699,549
10705,2019-01-10,64-RQK-6155,FIAT,DOBLO,2005,126290,DIREKSIYON POMPASI,801,1856
10706,2019-11-27,40-EUT-9958,VOLVO,V1,2016,94619,BALATA,699,1580
10707,2018-11-03,76-ZBF-822,AUDI,Q7,2005,3688,DEBRIYAJ RULMANI,694,1450
10708,2019-11-30,77-QRR-8437,TOFAS,SAHIN,2013,123713,DEBRIYAJ RULMANI,694,532
10709,2019-12-15,47-FNJ-6317,TESLA,T4,2002,85178,BALATA,699,1840
10710,2018-12-18,43-SLX-4915,VOLVO,V3,2014,25296,DEBRIYAJ RULMANI,694,1707
10711,2019-06-06,16-FVL-9735,MERCEDES,C180,2006,121690,DEBRIYAJ RULMANI,694,1240
10712,2018-09-18,44-IJA-3001,TESLA,T1,2016,29525,BALATA,699,995
10713,2019-02-08,65-VGK-3039,FORD,FIESTA,2003,97546,DEBRIYAJ RULMANI,694,1922
10714,2018-05-10,73-NUO-2041,TOFAS,KARTAL,2009,18525,DIREKSIYON POMPASI,801,1428
10715,2018-03-28,49-PCD-6935,TESLA,T4,2016,35767,BALATA,699,497
10716,2018-05-19,46-DSV-205,VOLKSWAGEN,POLO,2007,23700,DEBRIYAJ RULMANI,694,388
10717,2018-08-28,10-GVX-6066,VOLKSWAGEN,PASSAT,2010,82362,DEBRIYAJ RULMANI,694,513
10718,2019-05-02,64-EXM-7669,AUDI,Q3,2007,152982,DEBRIYAJ RULMANI,694,1737
10719,2019-07-02,02-YRE-4789,PEUGEOT,206,2005,197804,BALATA,699,1736
10720,2019-11-13,56-QBF-4497,TESLA,T1,2003,21914,DEBRIYAJ RULMANI,694,939
10721,2019-10-14,26-ELL-39,FIAT,500,2011,49696,DEBRIYAJ RULMANI,694,845
10722,2018-10-26,43-QUF-3372,TESLA,T2,2010,50887,DEBRIYAJ RULMANI,694,1758
10723,2019-07-02,81-BPL-6027,VOLKSWAGEN,JETTA,2000,88065,BALATA,699,1998
10724,2018-04-16,53-CKJ-5967,FIAT,500,2017,127525,DEBRIYAJ RULMANI,694,991
10725,2019-07-09,57-HPQ-2798,BMW,X3,2007,181161,DIREKSIYON POMPASI,801,902
10726,2018-06-13,13-DFU-4316,FIAT,DOBLO,2003,114409,BALATA,699,1032
10727,2019-09-10,56-WWH-5078,TESLA,T4,2013,99381,BALATA,699,1115
10728,2018-04-18,48-GAY-399,TOFAS,KARTAL,2007,123002,DEBRIYAJ RULMANI,694,640
10729,2019-04-01,20-WYY-9582,FIAT,EGEA,2000,106774,BALATA,699,1595
10730,2019-05-03,17-WQZ-3674,FORD,FOCUS,2003,156760,DIREKSIYON POMPASI,801,499
10731,2018-07-24,72-SJX-9429,FIAT,EGEA,2014,47970,DEBRIYAJ RULMANI,694,1707
10732,2018-12-12,60-ERA-9479,FORD,FIESTA,2005,188497,DEBRIYAJ RULMANI,694,626
10733,2019-08-17,60-OFD-7632,SAAB,S2,2012,50235,DIREKSIYON POMPASI,801,690
10734,2019-08-02,67-VKN-9418,FIAT,500L,2012,57714,DIREKSIYON POMPASI,801,352
10735,2019-06-11,52-OTB-5502,TOFAS,SAHIN,2016,104307,BALATA,699,1922
10736,2018-02-02,66-SVV-403,MERCEDES,E200,2013,175478,DEBRIYAJ RULMANI,694,1652
10737,2019-03-22,29-TFW-3083,TOFAS,KARTAL,2017,155364,DEBRIYAJ RULMANI,694,1267
10738,2018-11-08,04-IZP-2964,VOLVO,V3,2010,36671,BALATA,699,1532
10739,2019-12-09,08-LET-4020,FORD,KA,2006,41074,DEBRIYAJ RULMANI,694,332
10740,2019-07-07,80-CLL-9520,TESLA,T2,2004,36187,BALATA,699,488
10741,2018-06-28,52-LYA-5825,SAAB,S4,2011,184244,BALATA,699,555
10742,2018-06-17,02-GUD-8102,FORD,FOCUS,2012,148809,BALATA,699,1445
10743,2018-10-29,02-UXF-1593,BMW,X5,2015,87195,BALATA,699,1951
10744,2019-10-27,23-WCO-3853,FORD,FIESTA,2013,116232,DEBRIYAJ RULMANI,694,952
10745,2018-10-19,71-OKW-1671,MERCEDES,S600,2017,136523,DIREKSIYON POMPASI,801,1217
