id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
11379,2001-08-07,34-GCM-4887,PEUGEOT,407,2001-03-23,76318,8867,1452
11380,2011-08-21,11-SGW-9588,VOLKSWAGEN,JETTA,2004-05-05,21159,9246,1367
11381,2019-09-10,20-VJF-6188,SAAB,S4,2003-07-28,119014,7057,786
11382,2003-09-09,32-HAS-7525,VOLKSWAGEN,PASSAT,2001-02-06,88115,2420,403
11383,2008-02-05,25-JCM-8319,PEUGEOT,206,2000-08-24,120749,910,1603
11384,2015-02-11,20-ZVL-7289,TESLA,T1,2014-04-14,97770,1946,984
11385,2012-08-22,56-JIK-5196,BMW,X3,2008-04-10,177530,9752,1793
11386,2001-05-09,56-MOS-3653,BMW,X7,2000-05-14,110405,5143,1897
11387,2002-07-27,37-ASV-9322,FIAT,500,2000-06-03,91439,7918,878
11388,2013-09-16,03-YGR-3503,VOLKSWAGEN,POLO,2010-03-08,6754,3519,1146
11389,2003-08-21,54-ORH-8855,TOFAS,SAHIN,2001-10-06,87029,6002,916
11390,2007-02-07,06-OIS-2740,FORD,FOCUS,2006-04-25,92956,2960,1185
11391,2009-10-06,58-HOO-1412,TESLA,T2,2004-03-24,153473,2268,982
11392,2000-02-28,52-MJF-4784,AUDI,Q5,2000-02-07,124293,4852,401
11393,2000-06-13,26-KZD-1768,SAAB,S1,2000-06-11,21114,5113,565
11394,2012-10-26,21-PBW-2398,FORD,FOCUS,2001-11-14,74820,3211,1071
11395,2017-05-29,51-MNE-5163,BMW,X7,2013-02-28,178958,7294,266
11396,2015-09-18,74-BGO-441,FORD,FOCUS,2001-01-03,108823,2624,1445
11397,2007-01-01,42-XLT-228,BMW,X7,2004-11-11,33745,2153,1614
11398,2000-05-15,48-HFS-8714,BMW,X5,2000-03-15,85077,6494,609
11399,2010-02-23,19-HJM-9381,TOFAS,SAHIN,2004-06-02,75742,3191,874
11400,2002-01-22,02-NHG-9353,SAAB,S4,2001-05-06,57561,5607,843
11401,2008-12-07,11-IQB-4621,PEUGEOT,407,2001-02-23,111474,1229,520
11402,2008-03-13,61-VAV-7336,MERCEDES,C180,2003-05-31,120219,9806,1707
11403,2013-04-17,73-IGH-5374,AUDI,Q3,2003-07-19,199351,4398,1685
11404,2015-06-27,54-RYM-2196,TESLA,T1,2009-04-14,82100,2571,808
11405,2002-04-30,15-MTP-1414,FIAT,DOBLO,2000-01-12,83131,7864,490
11406,2015-09-23,79-OBQ-7474,VOLVO,V2,2000-07-01,180850,5078,976
11407,2019-05-09,34-VYK-962,PEUGEOT,206,2005-03-25,162417,4481,1911
11408,2001-11-13,42-HIG-6969,VOLVO,V4,2000-12-11,130861,8403,1802
11409,2007-01-25,24-EVQ-1134,BMW,X5,2004-07-20,83399,85,574
11410,2006-02-12,70-PHZ-6269,VOLVO,V3,2003-04-09,165554,1806,1258
11411,2007-09-26,65-APB-3726,AUDI,A6,2004-12-04,138460,3804,569
11412,2015-05-16,08-NUK-1993,TOFAS,SAHIN,2008-07-18,147455,9059,906
11413,2003-07-15,29-QKF-139,FIAT,DOBLO,2003-05-04,170476,4514,1233
11414,2008-05-03,76-PWK-7030,FIAT,500,2003-10-08,42254,2585,1254
11415,2012-09-10,77-CPC-3917,VOLVO,V4,2009-10-14,28351,9364,1069
11416,2015-10-11,01-IYX-7810,FIAT,500L,2003-04-28,102642,4940,746
11417,2019-09-13,69-SYH-4262,TOFAS,SAHIN,2017-12-10,78629,4346,1396
11418,2004-06-06,77-ESI-1344,PEUGEOT,206,2003-06-18,85813,7680,1955
11419,2012-03-02,40-IFG-2694,MERCEDES,E200,2006-09-07,88430,4895,746
11420,2003-12-08,46-KLU-9023,TESLA,T1,2001-05-13,191294,2246,266
11421,2005-07-08,56-DRE-409,FORD,FOCUS,2001-05-20,49592,8987,1309
11422,2003-02-22,77-CPL-2191,VOLVO,V2,2001-04-03,116247,2704,864
11423,2004-01-07,55-FZY-2082,SAAB,S3,2002-12-20,94229,2196,273
11424,2007-05-29,12-JTM-2344,AUDI,Q7,2006-01-27,13476,3864,324
11425,2007-08-05,31-EVJ-1126,TESLA,T1,2002-04-02,125600,1840,693
11426,2013-10-09,32-JQK-2302,AUDI,Q3,2000-08-02,97858,1961,1884
11427,2001-03-26,02-CZV-4049,FIAT,DOBLO,2001-01-16,147740,5135,771
11428,2014-05-05,43-CWQ-5215,FORD,FIESTA,2005-02-03,194664,3416,1921
11429,2002-04-16,09-VDF-6283,FIAT,500,2001-05-12,193980,1663,814
11430,2014-12-03,05-THP-3381,AUDI,A6,2002-03-05,45410,2902,1622
11431,2013-01-11,62-UIT-1607,AUDI,Q7,2012-04-16,172677,2528,1566
11432,2001-09-06,13-VOF-1710,AUDI,Q3,2001-06-22,89262,5491,515
11433,2015-11-27,12-SKU-1475,BMW,X5,2002-12-19,172980,9860,564
11434,2012-12-04,13-RWS-9456,AUDI,A6,2006-07-25,165158,3062,1631
11435,2010-10-08,69-NDK-6561,FORD,KA,2004-04-05,132155,2217,1434
11436,2004-06-21,03-YWG-5402,SAAB,S2,2004-01-14,82470,3420,863
11437,2007-02-13,69-GDD-7045,SAAB,S3,2003-07-14,26614,7163,1918
11438,2018-03-29,70-ZOE-5404,SAAB,S4,2014-09-29,12561,4362,861
11439,2005-08-02,52-AJU-7872,BMW,X3,2003-02-27,159219,1455,848
11440,2004-10-08,54-QKS-7339,TESLA,T4,2000-11-07,113399,1100,1120
11441,2013-12-21,11-OWN-262,PEUGEOT,206,2001-03-30,139852,2845,1037
11442,2015-02-15,58-FXR-9381,FORD,FIESTA,2011-02-15,18481,9290,1819
11443,2015-08-13,75-HXB-7113,PEUGEOT,407,2012-09-21,180186,7733,1409
11444,2009-07-02,21-BVG-4679,FORD,FIESTA,2005-10-07,57317,9695,313
11445,2003-08-16,49-XQD-7968,VOLKSWAGEN,PASSAT,2000-04-13,41594,55,581
11446,2016-10-26,38-IXD-3014,VOLVO,V1,2003-12-28,199527,7362,1769
11447,2003-05-29,22-MHO-3416,PEUGEOT,206,2002-10-06,119425,1589,713
11448,2020-05-05,21-DSY-3286,TESLA,T4,2010-08-08,128565,3042,487
11449,2008-07-14,51-YUJ-9430,FORD,KA,2005-11-10,174437,6781,1269
11450,2006-03-31,42-ZSB-5649,VOLVO,V3,2004-02-13,76376,8509,523
11451,2013-07-20,26-AMX-443,FIAT,DOBLO,2002-04-30,5550,2680,1405
11452,2011-01-04,04-LML-1189,TOFAS,DOGAN,2007-01-29,105113,3626,707
11453,2011-09-07,34-GAH-990,TOFAS,DOGAN,2001-10-05,43635,8335,577
11454,2017-02-24,06-XOU-3939,AUDI,Q7,2012-02-14,148094,4801,1879
11455,2006-02-06,10-QUC-7057,PEUGEOT,206,2002-12-30,51217,7520,1248
11456,2008-02-22,25-JIB-7141,FORD,FIESTA,2001-03-03,119932,6709,1868
11457,2005-03-31,79-TMS-7455,VOLVO,V4,2000-11-01,173785,5781,1910
11458,2000-02-06,07-BEM-4883,SAAB,S3,2000-01-22,113964,5310,1401
11459,2001-08-15,65-IMV-2734,FORD,KA,2001-04-12,48418,8154,500
11460,2019-07-13,21-IUI-1360,AUDI,Q7,2000-12-18,43989,2825,826
11461,2014-02-05,75-RPD-6453,FORD,FIESTA,2009-11-16,133373,7889,1411
11462,2006-12-04,54-EQY-5982,BMW,X3,2000-01-16,74061,3331,1550
11463,2015-10-05,08-GJE-7310,MERCEDES,S350,2013-07-23,7789,6051,533
11464,2002-08-06,35-ZZP-5369,PEUGEOT,407,2000-05-09,152942,9938,1002
11465,2006-08-21,81-XQZ-3972,FIAT,500,2001-02-10,107560,6182,1534
11466,2014-11-04,72-LRO-9801,PEUGEOT,206,2001-08-16,113129,1708,307
11467,2000-01-11,28-UPH-9733,VOLKSWAGEN,JETTA,2000-01-04,24481,6397,1335
11468,2006-07-07,48-CGW-4282,VOLVO,V2,2000-11-10,49130,9805,1583
11469,2010-02-18,16-HJK-3258,MERCEDES,C180,2008-12-16,59961,4413,1348
11470,2005-12-21,57-SCZ-8346,MERCEDES,S350,2001-03-15,23745,347,1906
11471,2003-04-16,15-JHK-7178,AUDI,Q7,2002-08-18,16193,9222,766
11472,2015-01-17,37-TIL-3939,TESLA,T4,2013-09-16,29576,1503,1235
11473,2003-06-09,07-IZA-9345,TESLA,T2,2001-03-15,115402,4202,1806
11474,2015-08-02,12-SZH-2156,VOLKSWAGEN,POLO,2001-06-30,7614,3401,1567
11475,2007-01-23,56-IKF-2273,VOLKSWAGEN,PASSAT,2005-11-13,92140,859,537
11476,2007-04-01,60-RHI-7293,BMW,X5,2005-04-10,119501,9124,674
11477,2006-01-12,75-XQD-8238,VOLVO,V4,2004-08-11,54788,1087,1159
11478,2015-07-09,28-TVU-8207,AUDI,Q5,2000-04-29,150481,6984,402
11479,2004-08-14,63-AHH-4648,SAAB,S4,2002-12-14,133076,7378,1717
11480,2008-06-14,54-MRU-7898,AUDI,Q5,2003-05-20,197020,3374,1260
11481,2001-07-07,63-CVY-5433,VOLKSWAGEN,JETTA,2001-04-13,31198,9162,1842
11482,2010-04-14,10-DQO-547,TOFAS,DOGAN,2007-06-27,38527,4475,1758
11483,2013-01-13,31-XSH-6170,VOLVO,V2,2008-05-16,133604,7856,283
11484,2006-05-25,24-ANQ-7488,FIAT,DOBLO,2003-06-04,60323,3824,279
11485,2004-09-11,26-KTI-414,PEUGEOT,206,2003-08-08,85737,2290,1729
11486,2015-07-27,49-JXZ-3652,VOLVO,V2,2008-04-01,71965,5864,1501
11487,2003-05-11,11-UWN-6019,VOLVO,V2,2002-11-05,50553,2451,1408
11488,2004-02-17,22-HNY-9835,VOLKSWAGEN,JETTA,2002-04-10,30948,716,1200
11489,2007-09-07,27-JJH-7026,TOFAS,KARTAL,2000-03-31,188108,890,1112
11490,2004-04-25,53-ZKZ-6946,FIAT,DOBLO,2003-06-16,1458,8048,797
11491,2019-10-01,73-OGV-7193,BMW,X3,2013-02-14,161585,7632,1510
11492,2015-12-03,54-QUF-7230,AUDI,A6,2006-01-04,35624,3400,635
11493,2015-04-08,68-AIA-540,PEUGEOT,407,2004-12-11,41743,2326,561
11494,2002-05-28,19-NHI-7979,TOFAS,DOGAN,2001-04-22,12677,9253,750
11495,2002-06-30,20-NYW-6311,SAAB,S4,2000-07-08,101642,1607,469
11496,2017-07-02,24-AOK-6732,MERCEDES,E200,2011-02-02,129585,8048,1028
11497,2013-02-24,24-JVP-6851,TOFAS,KARTAL,2002-11-01,94018,4398,1503
11498,2002-07-27,38-AWD-9973,VOLVO,V4,2000-07-08,161197,7615,1704
11499,2009-09-21,15-YCW-2244,FORD,FOCUS,2003-05-25,2540,1737,1621
11500,2019-10-05,78-UBB-9553,FIAT,500,2011-10-09,56868,6166,465
11501,2012-06-17,10-YYD-4037,BMW,X3,2002-05-09,96696,5806,619
11502,2019-02-24,68-PRS-5259,VOLKSWAGEN,JETTA,2003-01-21,47233,6025,576
11503,2005-05-28,06-LCQ-5682,VOLKSWAGEN,JETTA,2001-04-25,41239,5629,1857
11504,2015-04-19,28-ZXC-7679,TESLA,T1,2006-08-24,191148,1101,2000
11505,2019-09-02,58-VOR-3800,SAAB,S3,2011-06-02,29748,5541,1262
11506,2010-05-02,60-BYN-321,VOLVO,V4,2004-11-06,182530,2814,1177
11507,2001-05-06,70-BFF-6676,AUDI,Q7,2000-05-26,173032,7177,932
11508,2006-01-18,33-AWH-8195,FIAT,500,2004-02-12,27689,7220,1370
11509,2008-04-12,66-VDR-6217,AUDI,Q7,2000-09-30,138773,9810,1382
11510,2005-04-07,01-KJX-6369,FIAT,DOBLO,2003-09-11,68042,6286,1786
11511,2018-02-15,63-BBA-5734,TESLA,T4,2004-08-27,115029,3448,1776
11512,2017-10-09,73-EQV-945,BMW,X7,2013-10-28,126964,7593,1538
11513,2002-01-02,66-UJN-6525,TESLA,T3,2001-11-11,175070,491,649
11514,2002-08-16,10-MVK-3357,VOLKSWAGEN,POLO,2001-03-03,44572,9512,1575
11515,2005-09-09,51-TTA-9014,TOFAS,SAHIN,2002-06-07,181808,5627,324
11516,2013-12-29,42-NIQ-3791,VOLKSWAGEN,PASSAT,2012-04-24,21778,7914,1102
11517,2014-02-26,25-VAH-4444,BMW,X5,2001-05-26,37409,6588,1153
11518,2005-10-21,20-UUH-3407,FORD,FOCUS,2000-02-26,17164,2825,1663
11519,2002-03-27,51-XER-8011,SAAB,S2,2000-06-01,146729,5168,619
11520,2003-08-15,39-TYU-4959,BMW,X5,2000-10-21,145928,157,1252
11521,2019-12-23,30-SHY-4468,FIAT,EGEA,2010-02-18,56944,9464,680
11522,2000-04-23,79-XBT-7093,VOLVO,V2,2000-03-21,42502,9072,634
11523,2007-07-17,17-HKK-1317,SAAB,S3,2006-09-25,194231,6467,1108
11524,2011-08-05,40-MUI-7901,FORD,FIESTA,2002-04-25,182124,5143,323
11525,2013-08-18,64-NPW-3150,BMW,X3,2002-08-22,110262,5033,1385
11526,2011-03-03,18-UVG-7631,TESLA,T4,2010-12-29,87397,7603,346
11527,2011-07-24,44-JQG-2322,PEUGEOT,206,2007-11-09,90726,5101,905
11528,2007-12-14,32-PDE-9483,PEUGEOT,306,2007-06-06,173041,9817,356
11529,2019-01-19,43-NNF-8099,TESLA,T4,2006-02-23,143876,5230,590
11530,2002-10-17,73-HQI-9256,VOLKSWAGEN,POLO,2002-10-02,117469,8310,573
11531,2017-06-24,59-SAO-7800,MERCEDES,S350,2012-01-25,28766,8077,1010
11532,2003-08-29,20-LOH-2720,PEUGEOT,407,2000-12-29,17834,1409,717
11533,2013-08-08,50-QQO-2735,VOLVO,V1,2010-06-11,196564,2644,1180
11534,2009-03-12,63-KJF-2780,AUDI,Q3,2000-10-31,6891,1096,1786
11535,2010-10-15,27-RGE-1404,TOFAS,KARTAL,2010-07-02,49669,8364,1630
11536,2013-06-26,22-MSH-608,MERCEDES,S350,2012-02-20,87420,374,441
11537,2014-05-03,09-YWI-3724,SAAB,S1,2002-01-18,157788,3528,875
11538,2013-06-18,46-MHX-6285,FIAT,EGEA,2005-10-15,37245,4291,673
11539,2011-11-10,16-YPH-6161,FIAT,500,2000-05-10,93539,1603,360
11540,2009-12-24,16-NZG-6983,AUDI,Q5,2000-01-31,103556,6369,263
11541,2010-04-06,66-ALM-1589,FORD,FOCUS,2008-01-09,110610,5064,1797
11542,2018-04-16,23-POK-5906,BMW,X5,2009-08-07,180668,6360,1162
11543,2010-06-11,01-UKB-4507,FIAT,DOBLO,2005-06-04,105919,2738,545
11544,2002-08-12,65-ZMV-1864,MERCEDES,S600,2000-01-26,184572,7769,1326
11545,2019-05-19,55-BET-9450,AUDI,Q7,2013-05-29,4222,7963,947
11546,2008-09-14,21-EQJ-2812,TESLA,T3,2000-02-05,141613,8524,456
11547,2015-01-09,79-GLS-5816,TOFAS,KARTAL,2004-07-29,181173,4914,1482
11548,2010-04-07,19-JEC-6854,TESLA,T1,2006-02-20,8349,3591,1620
11549,2019-02-01,25-CXM-2070,TOFAS,SAHIN,2017-12-28,102076,4012,828
11550,2016-07-13,59-DDS-6496,AUDI,Q5,2005-06-12,85092,4128,1699
11551,2008-06-05,04-RQB-4008,SAAB,S1,2004-08-15,64046,3950,387
11552,2018-09-12,37-YKU-5701,SAAB,S1,2002-03-14,167562,80,1218
11553,2017-09-02,28-KIX-6433,BMW,X7,2011-11-11,187510,8926,1442
11554,2009-05-02,46-GRJ-11,VOLKSWAGEN,POLO,2004-09-30,149570,7474,1892
11555,2015-11-17,79-AWF-7020,TOFAS,DOGAN,2007-11-17,128867,885,1102
11556,2016-11-19,03-ASJ-4705,MERCEDES,S350,2015-09-02,160638,1027,862
11557,2008-06-27,78-UYG-3581,TESLA,T1,2006-08-20,132954,2970,1877
11558,2015-11-30,55-TSW-2288,FIAT,500,2000-07-14,190331,9217,970
11559,2010-12-18,06-WVY-8889,PEUGEOT,407,2004-12-29,148373,7544,1850
11560,2000-10-07,70-XLK-2659,FIAT,DOBLO,2000-08-14,163476,3820,1274
11561,2011-05-27,30-KQG-823,AUDI,Q5,2003-05-25,133243,2420,1027
11562,2010-04-01,03-XFM-3673,VOLVO,V4,2006-06-26,18270,4820,716
11563,2011-09-15,78-SQR-167,VOLVO,V1,2009-03-25,1584,6636,1875
11564,2014-08-19,39-VAF-8662,PEUGEOT,407,2011-09-02,199114,5770,852
11565,2002-11-21,10-EEG-6772,SAAB,S4,2002-10-20,145114,1251,1657
11566,2000-03-02,75-STF-17,SAAB,S4,2000-02-02,183328,2966,262
11567,2017-02-16,69-FWU-881,FIAT,500,2007-09-11,62562,8601,334
11568,2002-09-09,34-TVD-6114,VOLVO,V4,2002-03-18,29606,775,1983
11569,2001-06-10,18-GPM-6476,MERCEDES,C180,2000-02-26,157360,3748,873
11570,2018-03-26,20-UCA-9625,TOFAS,KARTAL,2006-08-12,165337,9195,945
11571,2014-09-05,61-TED-9342,TESLA,T3,2014-04-20,121923,9894,1095
11572,2003-12-12,26-LRC-9407,PEUGEOT,407,2003-04-15,60473,8201,1043
11573,2015-06-03,17-RLN-6493,AUDI,Q3,2005-09-14,170937,1326,411
11574,2012-01-02,16-ZJT-11,SAAB,S3,2007-05-10,107429,6758,291
11575,2013-09-11,32-SJB-8203,MERCEDES,C180,2009-08-28,56163,1232,602
11576,2012-03-25,01-DOA-4030,VOLKSWAGEN,PASSAT,2007-02-20,160459,1763,1775
11577,2020-05-24,45-LLF-9894,MERCEDES,S600,2018-02-10,111386,6017,1169
11578,2012-07-26,67-MVI-6954,SAAB,S4,2007-04-13,168858,2577,562
11579,2015-12-08,55-QVH-5343,BMW,X5,2014-03-13,7094,3946,1549
11580,2016-12-16,48-TCX-8999,AUDI,Q3,2016-11-04,141996,8349,783
11581,2016-09-01,56-TQU-3546,SAAB,S3,2006-04-27,40991,1031,1666
11582,2002-08-25,38-UUS-7792,TOFAS,DOGAN,2002-05-19,107017,3048,947
11583,2014-03-03,65-OOI-1380,MERCEDES,E200,2009-12-07,159332,7247,1482
11584,2010-05-10,68-MUR-8612,PEUGEOT,407,2004-03-30,127535,3524,1211
11585,2010-07-08,57-MOG-2412,AUDI,Q3,2009-11-18,24163,8228,1733
11586,2009-07-02,67-AIF-2918,BMW,X3,2002-12-04,191678,9121,777
11587,2019-01-11,33-TGE-4842,AUDI,Q5,2018-07-12,5075,3057,1395
11588,2001-04-13,36-ZEN-4333,TOFAS,DOGAN,2000-06-30,186202,794,1250
11589,2020-04-26,50-BFZ-5833,MERCEDES,E200,2020-02-04,89763,7617,543
11590,2018-01-13,52-BND-6387,PEUGEOT,206,2005-07-23,151622,7027,299
11591,2008-07-15,75-NHO-2984,TESLA,T2,2000-03-03,102728,3926,760
11592,2006-09-12,31-CVD-8409,PEUGEOT,407,2002-09-09,21633,7173,1810
11593,2004-09-10,80-PYD-2897,FIAT,500L,2003-11-14,26225,7851,540
11594,2011-12-03,29-EIF-548,PEUGEOT,407,2011-02-19,88024,7264,661
11595,2014-03-30,68-SCI-4883,PEUGEOT,407,2007-03-29,196278,4943,258
11596,2016-07-14,21-YIY-5736,MERCEDES,S600,2007-12-14,50538,9127,1552
11597,2009-06-20,41-WEL-7499,PEUGEOT,206,2004-05-18,58407,1629,441
11598,2013-02-09,34-FSG-4084,BMW,X5,2000-05-19,13076,3438,290
11599,2019-11-15,43-EUK-461,VOLKSWAGEN,PASSAT,2014-10-01,5905,8603,1364
11600,2005-08-05,29-LQB-5345,SAAB,S3,2002-09-23,159169,1036,863
11601,2007-12-09,40-KQU-1833,MERCEDES,S600,2007-06-12,58163,4330,1019
11602,2003-12-28,21-ISW-1719,FORD,KA,2002-03-28,27023,8013,286
11603,2018-04-30,55-WBV-2066,BMW,X7,2006-10-02,42454,9752,1956
11604,2017-07-08,63-XEW-884,VOLVO,V1,2004-01-01,13205,5135,555
11605,2003-12-05,34-EWX-6159,TOFAS,DOGAN,2000-08-10,121036,4818,979
11606,2014-12-06,75-YPH-177,VOLKSWAGEN,POLO,2008-04-10,110211,3418,658
11607,2008-12-31,56-DSU-9180,VOLVO,V4,2004-11-13,181909,7551,814
11608,2013-09-11,25-EJX-2169,TESLA,T4,2008-03-08,188936,5434,1653
11609,2013-02-14,18-TGZ-9419,PEUGEOT,206,2003-09-22,76836,7062,570
11610,2012-12-14,79-QPI-4672,VOLKSWAGEN,POLO,2005-04-07,192436,9181,1387
11611,2015-01-15,80-ZBW-8286,TESLA,T2,2003-07-13,146328,5505,1683
11612,2009-05-19,49-AAE-9387,TOFAS,SAHIN,2007-01-21,19368,338,484
11613,2001-09-22,70-TOM-8786,TOFAS,KARTAL,2000-04-21,53513,5034,1865
11614,2018-04-12,63-XNN-1747,VOLVO,V4,2016-09-02,138413,5433,1211
11615,2002-04-24,46-MBZ-7847,AUDI,Q7,2002-04-04,59793,1337,1271
11616,2004-07-02,05-DFF-917,VOLKSWAGEN,PASSAT,2003-12-13,185444,8173,739
11617,2020-02-24,72-RHJ-8952,TESLA,T4,2014-04-14,190607,1159,1851
11618,2010-03-30,80-ODQ-9416,FORD,KA,2007-03-03,196448,3029,790
11619,2018-02-14,78-ZZU-2522,TESLA,T1,2007-07-19,1655,7639,1886
11620,2017-04-10,10-PQT-6505,BMW,X5,2010-10-19,66837,8125,1909
11621,2013-01-29,55-YYV-2536,TESLA,T2,2002-04-11,142880,1760,1005
11622,2004-09-14,60-HRJ-8493,SAAB,S3,2003-10-16,176948,9379,517
11623,2003-10-04,07-OZH-3443,VOLKSWAGEN,JETTA,2001-11-27,99380,907,638
11624,2009-07-28,72-MQL-763,SAAB,S2,2003-05-30,82519,1571,349
11625,2001-12-25,71-SIJ-3397,VOLVO,V4,2000-03-13,19049,9533,409
11626,2018-01-22,27-JLT-5712,TESLA,T2,2011-06-27,100933,5200,1676
11627,2013-09-12,45-SGO-8643,TESLA,T3,2012-08-05,67832,108,606
11628,2012-05-31,39-XCD-8776,TOFAS,SAHIN,2010-01-25,192747,902,1692
11629,2012-02-08,77-RSJ-6481,BMW,X3,2011-04-13,159498,6783,1244
11630,2000-12-30,77-OEM-3724,VOLVO,V4,2000-05-17,34694,4277,1176
11631,2017-11-03,52-NCT-4249,VOLKSWAGEN,PASSAT,2001-09-17,120761,7019,252
11632,2014-03-23,27-IWR-45,AUDI,Q7,2011-06-28,190987,4143,867
11633,2000-03-08,06-ZYA-5321,VOLVO,V4,2000-02-26,183314,508,1020
11634,2019-07-31,13-NKX-8760,FIAT,DOBLO,2016-11-17,13498,4115,1224
11635,2008-10-04,65-YCM-7188,TOFAS,KARTAL,2005-09-15,135673,1913,568
11636,2007-11-20,24-OHN-9883,BMW,X7,2002-08-05,156994,2922,961
11637,2008-10-11,62-UNB-8478,SAAB,S2,2008-02-05,152026,1158,958
11638,2000-06-01,41-VJN-2360,AUDI,Q7,2000-01-04,126537,4328,1576
11639,2020-02-29,22-WFN-8283,SAAB,S1,2005-07-16,73624,102,1903
11640,2009-07-22,64-KIX-6739,FORD,FIESTA,2005-02-23,92653,2859,590
11641,2015-05-23,08-QMX-9922,TESLA,T2,2008-04-26,139324,310,1234
11642,2001-09-11,55-DXL-5891,MERCEDES,S350,2001-04-07,18658,6977,633
11643,2007-03-28,06-PGU-9193,FORD,KA,2003-07-12,120077,932,951
11644,2019-01-11,25-NLS-9395,VOLVO,V1,2002-02-13,121701,2088,719
11645,2014-01-02,46-NZO-1865,TOFAS,KARTAL,2001-04-24,134790,7147,629
11646,2004-03-04,38-XPM-3689,MERCEDES,S600,2003-07-29,109462,4711,341
11647,2007-04-06,79-PJH-2783,SAAB,S3,2001-01-17,51273,5784,649
11648,2010-11-13,46-GQL-1465,PEUGEOT,306,2004-05-25,28612,5372,1793
11649,2009-01-17,75-WMU-3937,VOLVO,V4,2005-06-22,166318,8578,820
11650,2006-08-23,70-ZNY-9577,SAAB,S1,2003-06-27,93124,5325,1128
11651,2018-10-23,22-TVT-7305,SAAB,S1,2005-02-21,11978,6677,993
11652,2009-06-11,45-CYY-354,SAAB,S4,2004-08-19,127638,8436,806
11653,2003-01-02,57-QPX-7545,VOLKSWAGEN,PASSAT,2000-01-13,137200,228,1471
11654,2009-05-05,04-QVR-7284,FIAT,500L,2008-08-09,144601,6745,1581
11655,2004-12-11,71-QKI-1966,TESLA,T3,2002-11-25,2872,334,584
11656,2013-03-14,69-RCE-7731,VOLVO,V4,2001-11-02,43253,2014,701
11657,2015-11-02,38-MEM-9472,VOLKSWAGEN,PASSAT,2011-10-05,97690,8707,1229
11658,2010-02-16,37-YOV-9350,TESLA,T2,2010-01-12,37721,9706,431
11659,2001-11-19,20-DDI-3016,AUDI,Q3,2000-10-07,132048,2116,1256
11660,2010-12-28,32-ZPM-4914,FIAT,500,2006-10-23,60227,3925,1153
11661,2019-02-03,76-VQU-8754,AUDI,Q3,2013-01-01,57227,759,1380
11662,2003-08-05,34-LWK-1222,BMW,X5,2003-01-23,46583,7654,1996
11663,2008-04-01,40-REC-4551,PEUGEOT,306,2003-08-22,162262,1559,1872
11664,2002-03-29,67-TRQ-8999,MERCEDES,C180,2002-02-09,13070,8381,444
11665,2000-10-26,48-NSZ-6668,PEUGEOT,306,2000-04-12,115932,2175,372
11666,2009-02-27,22-OUU-2135,FORD,KA,2006-09-10,23095,368,1259
11667,2001-08-26,54-XJO-128,TESLA,T1,2000-09-02,95228,202,1026
11668,2014-03-02,28-BVE-7282,PEUGEOT,407,2014-01-24,169956,2858,970
11669,2006-11-03,19-IUF-8959,TOFAS,KARTAL,2004-05-10,119868,8782,1931
11670,2018-07-19,05-RMP-319,AUDI,Q7,2002-02-17,75650,3938,919
11671,2002-09-02,24-JBJ-2303,BMW,X5,2002-06-08,196087,9813,1393
11672,2015-08-08,67-QXN-9478,FORD,FIESTA,2010-04-01,120905,8922,1281
11673,2015-01-02,64-LYT-6908,BMW,X3,2010-01-06,35201,9133,1394
11674,2005-05-13,72-MAX-8678,TOFAS,SAHIN,2000-05-22,40088,4226,1298
11675,2010-09-20,48-KEV-4156,TESLA,T4,2005-09-19,56213,2296,1469
11676,2016-11-07,24-OZB-9670,BMW,X7,2013-04-02,37730,1149,1391
11677,2003-07-25,71-YAI-4180,FORD,FIESTA,2000-01-23,72810,2121,1569
11678,2011-05-25,60-ZFW-5850,TOFAS,DOGAN,2006-01-03,75246,5345,361
11679,2019-03-01,58-UPD-6405,VOLKSWAGEN,POLO,2000-10-19,115583,6527,1918
11680,2004-11-09,59-FVP-4629,VOLVO,V2,2003-03-24,136089,7378,383
11681,2009-11-14,78-NPY-5722,TESLA,T2,2000-03-23,88184,4069,1554
11682,2009-10-11,53-URV-3554,TOFAS,DOGAN,2001-09-05,21181,6036,1591
11683,2015-09-15,17-UMD-4219,FORD,FIESTA,2002-12-31,139214,426,1897
11684,2010-05-28,43-YDV-1484,FIAT,EGEA,2006-01-01,71116,8966,1961
11685,2002-07-19,52-BAK-7332,SAAB,S4,2002-07-07,168253,8729,521
11686,2011-03-26,20-JQY-5422,FIAT,DOBLO,2008-12-22,114950,3162,1060
11687,2014-10-21,52-STN-7973,TOFAS,KARTAL,2003-09-14,151626,5954,399
11688,2019-02-13,46-DAH-2076,SAAB,S3,2008-05-22,188974,6727,1625
11689,2013-08-23,33-WIQ-2596,TESLA,T1,2005-11-11,109859,3400,1792
11690,2012-03-30,61-ESW-3175,FIAT,EGEA,2003-11-10,62422,3887,1277
11691,2016-01-25,25-YJE-1172,TESLA,T4,2009-07-09,78805,3081,260
11692,2011-02-23,64-VII-1911,TESLA,T2,2001-01-23,166002,8428,1903
11693,2020-04-19,09-QUQ-4519,MERCEDES,E200,2008-01-09,92958,9602,1340
11694,2005-04-03,05-LCT-5575,TOFAS,KARTAL,2000-01-14,100953,1559,1222
