id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
13890,2018-06-11,31-KCW-6416,TOFAS,KARTAL,2013-10-13,181528,1563,1293
13891,2018-07-24,56-BVB-4687,FIAT,DOBLO,2016-11-03,1590,5605,1829
13892,2018-04-01,03-TFW-5892,AUDI,A6,2004-10-08,160270,7399,1646
13893,2018-04-01,47-ZVJ-2503,VOLVO,V1,2010-12-13,96760,1528,1516
13894,2018-12-03,11-NRY-7238,FORD,FIESTA,2013-10-28,39887,1718,539
13895,2019-06-16,15-XCE-3668,FIAT,500L,2005-01-28,59422,1711,1524
13896,2018-02-05,14-JHK-4862,VOLKSWAGEN,PASSAT,2002-11-24,99613,2596,1293
13897,2019-10-09,08-HCI-4140,VOLKSWAGEN,JETTA,2011-06-17,47462,2753,554
13898,2019-01-28,80-SFY-2709,AUDI,Q7,2001-12-07,199955,637,787
13899,2018-12-15,02-FAA-2164,TESLA,T4,2002-01-10,163086,9768,1035
13900,2018-04-28,69-RPQ-2935,SAAB,S4,2017-02-21,85403,772,1881
13901,2018-03-07,24-TNM-3001,SAAB,S2,2009-08-05,122348,1791,422
13902,2018-10-14,02-BJB-4953,TESLA,T2,2010-12-12,176806,3796,1105
13903,2018-04-07,73-TZG-6027,TESLA,T2,2011-08-09,54311,9473,336
13904,2018-11-17,41-GRD-8064,FIAT,500,2007-08-17,196487,2767,1099
13905,2019-09-25,15-MTA-2193,MERCEDES,E200,2005-05-20,75498,9627,1387
13906,2019-04-04,62-UEI-3578,VOLKSWAGEN,PASSAT,2011-10-23,154457,5355,493
13907,2019-03-05,74-STZ-6485,SAAB,S2,2007-09-07,74565,6588,1904
13908,2020-01-02,70-MBM-3310,AUDI,Q3,2019-10-11,185354,1322,1672
13909,2018-08-29,13-CZE-5372,VOLKSWAGEN,PASSAT,2004-04-19,145860,2187,1696
13910,2019-11-15,81-JFZ-9831,MERCEDES,C180,2012-06-17,14981,4464,631
13911,2020-04-08,30-RGN-6541,AUDI,Q7,2017-04-13,82896,6477,254
13912,2019-08-19,50-QFM-7518,SAAB,S3,2016-11-08,91493,107,774
13913,2018-06-24,20-ZLQ-5952,PEUGEOT,306,2005-11-03,10577,2756,477
13914,2018-08-10,28-KCY-1033,PEUGEOT,206,2014-08-16,2631,2990,874
13915,2020-03-05,75-QRI-9773,AUDI,Q3,2013-01-12,173407,4693,1166
13916,2019-09-17,43-RGQ-8588,FORD,FIESTA,2003-03-29,112840,5804,1902
13917,2018-08-30,53-TTP-6356,VOLVO,V3,2001-01-24,90052,2696,1758
13918,2019-05-29,24-AZT-8466,TESLA,T2,2006-11-06,67846,8154,1975
13919,2018-05-15,18-ZKF-9380,SAAB,S3,2007-02-17,164723,1567,1766
13920,2018-10-28,57-BEP-4314,BMW,X7,2005-11-08,121796,2846,1402
13921,2018-12-13,39-PRZ-6614,TESLA,T2,2012-05-19,58120,5840,1465
13922,2018-06-06,81-HDI-1676,BMW,X5,2014-09-25,39700,4773,690
13923,2018-03-11,72-LOB-8079,TOFAS,KARTAL,2008-02-22,117211,6345,1681
13924,2019-02-04,36-XTM-1398,PEUGEOT,206,2000-12-13,168302,8562,502
13925,2020-01-13,14-BHL-3876,AUDI,Q3,2011-12-12,178600,919,1045
13926,2019-12-31,55-UQK-7857,VOLVO,V4,2007-12-10,125321,6567,1375
13927,2018-04-02,24-HHX-4844,PEUGEOT,407,2010-02-22,196899,3634,268
13928,2018-06-13,57-OGN-8826,PEUGEOT,306,2001-12-02,44985,5943,408
13929,2019-04-01,40-NBM-1567,FORD,FOCUS,2005-10-17,179535,381,1035
13930,2018-01-23,62-PUB-3789,VOLKSWAGEN,JETTA,2010-02-14,31632,5409,1401
13931,2018-08-01,65-TCC-40,PEUGEOT,306,2017-02-15,157990,6038,1790
13932,2020-01-18,36-UCK-982,SAAB,S2,2013-10-14,84866,1608,375
13933,2018-11-30,24-VKB-5116,TOFAS,DOGAN,2014-06-18,132288,8344,1365
13934,2020-03-21,50-GKK-8438,VOLVO,V4,2018-01-08,73645,7452,467
13935,2018-06-10,68-RIS-519,FORD,FOCUS,2001-11-22,55073,4530,710
13936,2018-10-13,65-PFP-7203,VOLVO,V3,2018-08-29,132852,9046,1597
13937,2018-07-09,62-XZB-6557,TOFAS,DOGAN,2010-10-20,104394,4228,321
13938,2020-02-27,15-QMC-3060,VOLVO,V1,2006-09-09,2242,386,365
13939,2020-01-29,72-RUW-646,SAAB,S4,2002-02-08,67185,3198,1414
13940,2019-04-14,45-CMF-8450,SAAB,S3,2006-07-16,74834,6305,1872
13941,2020-02-01,69-LTR-1978,TOFAS,DOGAN,2012-01-04,55068,5926,1563
13942,2018-06-03,53-ZET-7657,SAAB,S3,2014-04-17,167168,8864,1860
13943,2019-10-16,05-NPR-1139,FIAT,DOBLO,2004-11-27,150749,1838,1795
13944,2018-12-18,69-QQR-2100,VOLVO,V4,2012-10-11,112598,6423,1968
13945,2019-10-28,47-LMQ-4828,FORD,KA,2013-07-17,95606,8621,1533
13946,2019-12-27,53-EMQ-8380,FORD,KA,2000-08-28,116012,5367,1255
13947,2019-03-07,01-YDH-2294,AUDI,Q7,2007-07-05,62680,8876,262
13948,2018-08-08,50-DWM-3458,TOFAS,DOGAN,2017-04-23,163388,6407,1567
13949,2018-08-12,64-KHS-8372,VOLKSWAGEN,JETTA,2011-07-13,189472,2063,1181
13950,2019-11-05,39-LHV-6688,FORD,KA,2001-06-06,183962,9512,501
13951,2018-08-14,18-QFS-8007,PEUGEOT,407,2006-12-01,112871,1453,938
13952,2018-06-16,79-XFC-8334,TOFAS,SAHIN,2000-10-09,15848,8366,921
13953,2018-06-29,63-RKT-2384,TESLA,T2,2006-09-25,131561,6552,779
13954,2020-03-04,31-ZWO-673,VOLKSWAGEN,JETTA,2011-07-13,50441,7721,863
13955,2018-12-07,24-TOK-9420,VOLKSWAGEN,JETTA,2016-09-01,130871,8186,399
13956,2019-09-29,24-PBL-5711,BMW,X7,2013-05-29,74993,2898,571
13957,2018-09-29,54-UDE-9430,FORD,FOCUS,2003-01-05,17466,8532,1691
13958,2018-09-29,01-HHZ-2339,SAAB,S4,2015-11-10,9065,2345,1872
13959,2019-02-16,69-GYM-950,SAAB,S4,2013-04-05,172016,2511,725
13960,2019-02-09,37-XNQ-5621,BMW,X7,2015-03-04,181590,5885,1047
13961,2019-07-21,17-BJS-651,VOLKSWAGEN,PASSAT,2004-08-03,36560,3075,1251
13962,2018-03-08,55-BEP-8681,FORD,FIESTA,2000-05-25,72723,7954,680
13963,2018-04-02,20-RZM-6895,TESLA,T3,2010-09-12,55757,468,657
13964,2019-06-13,26-ITI-6571,MERCEDES,C180,2000-06-29,109174,5611,1952
13965,2018-06-14,38-TWQ-1495,SAAB,S4,2007-04-20,5236,3204,451
13966,2019-06-06,74-DMI-7457,AUDI,Q5,2011-07-12,61448,2678,919
13967,2018-01-03,62-LPQ-6053,VOLVO,V4,2008-01-24,93550,9643,994
13968,2018-01-25,72-OAM-543,PEUGEOT,306,2011-11-01,195336,7585,376
13969,2018-05-02,72-OGH-451,MERCEDES,S600,2007-07-29,192413,5493,767
13970,2020-04-25,33-RSD-6584,VOLKSWAGEN,POLO,2017-12-04,198204,6281,1616
13971,2018-10-15,06-CBX-7074,TESLA,T4,2000-11-11,115889,1729,560
13972,2019-02-25,81-XXD-3691,TESLA,T1,2010-08-07,117054,2347,276
13973,2019-03-25,58-AWE-1970,TOFAS,DOGAN,2003-05-06,146179,8217,1717
13974,2019-08-16,55-EBM-2371,FIAT,EGEA,2011-03-20,123556,4961,1503
13975,2019-02-12,24-FVK-1574,TESLA,T2,2010-07-04,92152,6410,840
13976,2019-12-23,50-BBX-7837,VOLKSWAGEN,PASSAT,2010-03-03,179301,5355,1287
13977,2018-09-14,52-EWV-3818,SAAB,S1,2000-03-23,181068,7469,277
13978,2019-03-23,53-UTR-6028,SAAB,S2,2004-09-13,194706,8687,1472
13979,2018-07-23,22-KIX-9967,FIAT,500,2004-02-27,99604,2879,370
13980,2019-11-01,06-CTB-1876,VOLKSWAGEN,PASSAT,2005-07-02,26412,7304,1029
13981,2018-12-05,52-RUA-5833,FORD,FIESTA,2015-10-23,59581,3039,275
13982,2020-04-11,52-LKD-3928,BMW,X7,2009-03-13,191938,4265,966
13983,2020-04-06,79-QYX-2241,FIAT,DOBLO,2015-07-05,146125,3474,982
13984,2018-05-21,34-BFB-1719,PEUGEOT,206,2016-12-08,56091,5529,1257
13985,2018-10-18,61-PNQ-476,SAAB,S2,2002-02-21,39092,1565,335
13986,2019-11-11,51-RDR-8524,FIAT,500L,2013-06-17,115614,4391,1761
13987,2020-02-10,49-OKH-1387,AUDI,Q5,2016-10-30,175942,7405,1429
13988,2019-06-03,02-QKX-4709,PEUGEOT,306,2008-06-28,171695,2065,1252
13989,2018-07-26,29-YBV-1012,TESLA,T4,2011-12-01,31844,2134,1847
13990,2019-12-13,64-KCY-2409,BMW,X3,2004-06-02,17539,5015,1470
13991,2019-03-03,25-OLS-6077,SAAB,S3,2005-01-17,99337,5819,1036
13992,2018-10-19,77-NJJ-4846,AUDI,Q5,2012-01-14,24270,2463,889
13993,2020-02-15,31-WTU-8804,VOLVO,V2,2011-04-09,62670,7543,616
13994,2018-01-09,36-XNV-2444,VOLVO,V1,2007-10-29,133201,3223,1881
13995,2019-07-19,22-YVP-6531,VOLKSWAGEN,JETTA,2001-04-09,153855,5120,1473
13996,2019-01-12,77-VVJ-9599,SAAB,S1,2015-10-11,52172,7155,1960
13997,2018-10-01,09-KWZ-2805,VOLVO,V1,2018-04-01,67116,4362,820
13998,2020-05-12,31-BQJ-2220,FIAT,DOBLO,2002-07-20,198867,3247,250
13999,2019-07-21,37-NUG-8745,BMW,X7,2011-10-03,74081,6622,417
14000,2018-03-30,03-LUA-7212,SAAB,S4,2013-04-07,30585,4666,1041
14001,2020-03-13,64-ICD-9133,BMW,X5,2000-12-25,77415,749,436
14002,2018-02-25,03-BZN-4014,FORD,FOCUS,2002-05-31,109990,6231,792
14003,2018-04-01,17-PFY-8012,TESLA,T3,2013-02-26,47087,865,686
14004,2019-01-13,54-GZB-8237,SAAB,S1,2009-10-02,125612,6729,1652
14005,2020-02-07,76-VND-7951,VOLVO,V1,2005-11-26,68000,7371,1584
14006,2020-02-10,21-EMI-5166,VOLKSWAGEN,JETTA,2001-04-13,196008,9723,1768
14007,2020-04-27,43-IGP-5898,VOLVO,V2,2004-05-22,176113,7101,1247
14008,2018-03-12,16-UQI-2065,TESLA,T1,2005-06-09,20953,6203,1088
14009,2020-05-24,38-XSN-1344,FIAT,EGEA,2000-02-16,66323,3247,681
14010,2018-10-24,60-SQV-442,PEUGEOT,407,2008-08-08,13282,1868,1940
14011,2019-03-09,10-XSP-3489,BMW,X5,2017-05-29,16356,341,1165
14012,2020-02-14,56-QHM-9341,MERCEDES,C180,2012-01-10,103283,8168,1785
14013,2019-01-01,50-ZCZ-5531,VOLVO,V3,2012-03-23,39587,9034,1406
14014,2018-10-20,05-MMX-1975,VOLVO,V4,2016-01-25,65364,9500,957
14015,2020-02-23,34-JUV-5574,AUDI,Q7,2016-08-21,79562,7574,1250
14016,2018-06-16,05-OQV-2295,PEUGEOT,407,2000-10-04,164388,5785,1622
14017,2018-03-29,65-JRU-4372,PEUGEOT,306,2006-04-04,35387,1827,1202
14018,2019-01-06,27-BPG-8589,TESLA,T4,2012-11-21,60889,7698,1493
14019,2018-10-27,40-PHE-3183,FORD,FIESTA,2016-12-20,137184,3849,260
14020,2018-12-24,46-XBX-6145,FIAT,500,2001-11-02,117947,6387,626
14021,2018-08-09,67-XHS-5795,FIAT,DOBLO,2004-10-19,102562,6490,623
14022,2018-07-03,81-HKG-7133,PEUGEOT,206,2009-01-19,21236,3390,713
14023,2018-06-03,63-DSE-4401,MERCEDES,S350,2002-03-30,93622,4439,1065
14024,2019-02-21,40-EIE-3253,VOLVO,V2,2011-07-28,38662,3138,801
14025,2020-01-01,01-PMW-3556,TOFAS,SAHIN,2009-04-27,26420,7090,1304
14026,2020-03-29,39-IIM-9399,TESLA,T2,2004-07-05,148099,5444,665
14027,2018-12-27,43-HVL-4497,BMW,X5,2002-04-14,181894,399,1413
14028,2019-11-12,51-WLA-2724,BMW,X3,2005-11-22,104745,6969,1924
14029,2020-01-19,24-MZY-1043,FORD,KA,2002-05-20,41149,2303,281
14030,2018-07-14,51-ADW-285,FORD,KA,2007-11-09,24739,4918,532
14031,2018-07-15,37-ZXM-183,VOLVO,V2,2010-12-09,81659,1483,1467
14032,2018-05-06,47-EQS-9683,SAAB,S2,2011-11-01,113076,7624,1694
14033,2019-09-02,54-BXX-8107,FORD,FOCUS,2005-10-02,111876,2799,1265
14034,2019-12-03,37-MTZ-6333,VOLVO,V3,2015-01-27,178795,9216,858
14035,2020-03-25,46-RVY-7429,MERCEDES,S350,2001-02-02,63438,2383,1276
14036,2019-02-05,30-NIQ-8609,VOLVO,V2,2011-05-17,47995,2774,430
14037,2018-02-04,23-TXB-6349,AUDI,Q7,2005-12-07,80508,4546,945
14038,2019-11-10,11-IZV-2684,AUDI,Q3,2004-08-14,180784,1187,1761
14039,2018-02-19,05-MBX-6794,SAAB,S2,2015-02-09,22870,5982,1196
14040,2019-12-28,12-VVF-7831,PEUGEOT,407,2011-05-21,134870,386,1216
14041,2019-06-30,54-NNZ-8718,AUDI,Q5,2002-05-07,148020,8573,1602
14042,2018-12-23,76-PEH-1982,TOFAS,SAHIN,2009-05-06,76859,2372,1789
14043,2019-07-15,47-BRH-6249,PEUGEOT,206,2010-05-24,46229,1527,1929
14044,2019-04-11,74-FVV-8960,TOFAS,DOGAN,2012-05-07,41783,3968,1613
14045,2019-05-04,27-HWJ-6664,TOFAS,KARTAL,2001-11-29,32297,9134,425
14046,2018-05-30,48-CCR-904,TOFAS,SAHIN,2001-03-11,143978,7711,613
14047,2019-01-09,01-VLR-4675,PEUGEOT,306,2002-02-20,154898,6887,947
14048,2018-04-07,36-MGN-8304,VOLKSWAGEN,JETTA,2010-09-13,143028,8609,1598
14049,2019-08-01,58-UZG-3312,MERCEDES,S350,2005-03-02,21944,3320,1577
14050,2019-09-03,59-RBU-2859,FORD,KA,2001-09-07,47103,9259,692
14051,2019-10-29,60-IJY-5749,PEUGEOT,206,2017-01-16,60687,8685,1881
14052,2020-03-21,70-GJD-7663,TESLA,T4,2018-07-16,32407,5764,1567
14053,2019-08-12,43-TYF-780,FIAT,DOBLO,2012-08-17,165068,7547,515
14054,2018-10-16,79-GGR-5409,FORD,FOCUS,2016-07-16,83456,4622,1755
14055,2020-03-24,48-ZVL-1306,PEUGEOT,206,2016-10-05,68141,7240,1096
14056,2019-01-20,19-MZK-9718,AUDI,A6,2010-12-17,184838,7408,545
14057,2019-05-13,48-DBE-7041,FORD,KA,2019-02-11,41685,3631,858
14058,2020-05-18,70-BRR-1965,SAAB,S1,2013-03-09,117419,3574,1073
14059,2020-03-09,61-WIP-7051,FORD,KA,2003-06-02,22734,7435,1965
14060,2019-08-19,03-QKV-3048,PEUGEOT,206,2016-12-09,24317,4299,1821
14061,2020-04-10,21-LHL-6815,FIAT,500L,2001-11-01,99801,7063,902
14062,2018-08-11,40-NXH-326,SAAB,S4,2005-09-14,96662,9148,929
14063,2019-11-16,63-OXK-5969,FORD,FIESTA,2001-04-03,167078,7132,1320
14064,2019-09-14,62-WHA-4909,PEUGEOT,407,2003-10-14,49929,8285,1513
14065,2019-01-05,25-RZF-3968,FORD,FIESTA,2013-11-08,195727,389,1092
14066,2019-08-12,52-KMH-9564,BMW,X3,2002-04-29,115803,7182,1561
14067,2019-01-31,48-WAO-2773,BMW,X3,2000-06-16,162452,589,621
14068,2018-05-24,44-NJP-7253,TOFAS,DOGAN,2012-11-07,148061,8972,1886
14069,2020-02-16,24-SAO-4495,VOLVO,V3,2009-12-07,185680,7812,268
14070,2019-03-03,73-MIA-6700,PEUGEOT,206,2009-02-23,114074,1520,1168
14071,2019-02-23,29-BGF-9454,VOLKSWAGEN,JETTA,2015-02-26,129901,4062,1942
14072,2018-03-11,56-FHB-7791,PEUGEOT,306,2017-09-23,49373,5023,1221
14073,2019-11-23,67-EUM-8360,MERCEDES,S350,2005-11-21,22990,3246,956
14074,2018-01-04,81-TXV-7194,TOFAS,SAHIN,2015-06-14,17884,3896,1352
14075,2018-10-16,57-HZR-2585,TOFAS,SAHIN,2006-06-20,169069,998,931
14076,2018-06-15,13-NAL-8112,AUDI,Q7,2005-06-25,141678,132,1451
14077,2020-01-17,47-LWK-4537,SAAB,S2,2013-11-22,32295,8367,483
14078,2019-01-13,71-HWF-2616,FIAT,500,2017-07-26,30284,5183,946
14079,2018-12-13,44-GDN-7736,TESLA,T4,2012-10-14,128883,1708,439
14080,2019-09-20,04-PTC-1641,MERCEDES,S350,2010-10-17,124655,4589,1086
14081,2019-06-02,62-HRC-3347,MERCEDES,C180,2013-05-14,192607,9151,356
14082,2019-05-20,17-PUW-3856,AUDI,Q5,2004-12-31,34636,9971,1066
14083,2018-03-30,56-BCV-309,VOLKSWAGEN,JETTA,2001-12-30,20354,4754,712
14084,2020-05-12,48-DVX-140,BMW,X7,2005-02-05,62999,3309,334
14085,2019-04-08,41-LYA-2272,FORD,FOCUS,2001-05-27,91768,599,1319
14086,2020-04-10,05-MBU-3073,TESLA,T1,2008-06-29,157697,9279,1381
14087,2019-11-27,52-NUS-2933,VOLVO,V4,2014-10-29,183040,6266,314
14088,2020-05-20,39-DHH-8323,VOLKSWAGEN,POLO,2017-05-12,162751,7667,555
14089,2019-12-12,51-FBZ-1296,AUDI,A6,2007-01-03,53907,1000,283
14090,2018-07-20,57-DKH-4066,MERCEDES,S600,2011-01-26,115001,2883,1112
14091,2020-01-04,72-ECG-9505,BMW,X5,2018-02-07,39254,4117,1808
14092,2019-12-28,80-YNW-2908,FIAT,500L,2012-04-05,74224,9625,1389
14093,2018-10-23,76-ZWL-9095,VOLKSWAGEN,POLO,2009-12-20,167725,2165,1464
14094,2018-08-23,25-GMO-4103,TESLA,T3,2010-08-26,113581,3987,357
14095,2019-08-05,25-FMX-5842,VOLVO,V2,2016-11-22,25054,4600,1309
14096,2019-05-27,62-QDE-3161,MERCEDES,S350,2004-09-25,38652,4462,1436
14097,2020-02-13,70-JIA-2175,FIAT,500L,2002-08-13,89918,7214,1971
14098,2020-02-02,32-HET-9192,FORD,KA,2010-02-04,4333,9212,1584
14099,2019-08-30,74-YPR-2718,AUDI,Q3,2002-11-09,100733,5273,370
14100,2018-04-15,09-JCS-5659,TOFAS,KARTAL,2003-06-03,39839,2790,1211
14101,2020-02-28,08-LIQ-5868,FORD,KA,2008-07-30,40672,4989,1439
14102,2018-08-28,17-NND-7340,FIAT,EGEA,2008-07-16,149189,8516,646
14103,2018-09-16,26-SOF-1366,AUDI,Q7,2002-08-24,72474,1489,974
14104,2020-03-06,37-UGW-2850,SAAB,S2,2002-06-06,110286,7773,1833
14105,2018-03-02,06-TVR-3257,MERCEDES,E200,2012-01-31,65211,6773,343
14106,2018-08-02,49-LRQ-2135,MERCEDES,C180,2015-02-16,38787,9343,1491
14107,2018-12-22,72-EKR-5133,AUDI,A6,2008-05-10,115623,6923,1961
14108,2019-07-02,16-VIM-1746,SAAB,S4,2005-08-30,158379,7953,1154
14109,2018-07-05,61-JKN-8306,TESLA,T4,2000-02-04,70071,5274,1443
14110,2018-03-06,74-RDJ-7529,FIAT,500L,2018-02-12,172494,4156,1745
14111,2018-09-09,36-OAU-6125,FIAT,500L,2012-02-26,66905,2785,1157
14112,2018-09-01,45-HXP-2727,TESLA,T4,2006-06-16,112916,3336,1857
14113,2020-04-13,80-PUL-5925,VOLKSWAGEN,POLO,2019-11-28,84524,6832,1748
14114,2018-11-13,43-HZW-9819,TOFAS,KARTAL,2012-08-09,87147,2667,1307
14115,2018-07-25,06-PHB-7172,VOLVO,V3,2007-09-22,183676,4970,1126
14116,2019-03-13,30-GKU-2777,AUDI,Q5,2000-08-31,152665,9980,1919
14117,2018-06-11,63-ZBY-2490,SAAB,S1,2007-02-21,128521,7146,1844
14118,2019-02-17,08-HID-6582,MERCEDES,C180,2015-10-05,39131,3183,820
14119,2019-10-21,17-UNP-602,VOLVO,V3,2011-08-22,144861,8110,1675
14120,2020-02-16,77-VPO-4343,AUDI,Q5,2014-05-04,138257,5938,1396
14121,2019-09-15,60-ISP-7224,TOFAS,DOGAN,2018-10-18,94812,3831,1957
14122,2018-04-27,55-RVL-988,PEUGEOT,407,2016-02-11,84392,6780,1349
14123,2018-10-26,16-FEJ-1535,FIAT,500,2016-10-11,172735,1153,1494
14124,2020-02-12,31-GTD-1664,FIAT,EGEA,2015-05-18,140211,9218,1129
14125,2019-03-12,29-OLK-2358,FORD,FOCUS,2015-02-22,31701,7204,254
14126,2018-05-01,41-JZL-1979,MERCEDES,C180,2009-01-06,155006,6711,1162
14127,2020-03-20,45-LCY-6022,TOFAS,DOGAN,2000-08-21,22571,4266,1548
14128,2018-12-29,62-NEZ-233,SAAB,S2,2014-10-04,197410,6526,651
14129,2018-06-27,11-PEU-2985,BMW,X3,2005-05-20,56974,9425,908
14130,2018-01-07,64-BLD-5243,TOFAS,KARTAL,2004-11-11,11396,5455,499
14131,2020-05-19,06-HRI-4172,TESLA,T2,2003-01-15,83855,6557,1756
14132,2020-02-26,02-GAK-5879,FORD,KA,2018-01-17,92059,7881,1887
14133,2019-01-25,72-BHP-8360,MERCEDES,E200,2007-07-14,164268,8691,424
14134,2019-05-13,14-VKM-4355,AUDI,Q7,2014-08-08,125585,7334,696
14135,2019-03-07,30-KZP-2583,VOLKSWAGEN,POLO,2017-03-22,102407,6092,1102
14136,2018-10-04,05-MTF-4404,FORD,KA,2004-11-04,32919,2245,1328
14137,2018-01-01,68-ADU-3427,TOFAS,SAHIN,2008-10-03,143658,3305,1004
14138,2019-03-09,38-VFS-9022,TESLA,T2,2011-02-04,160270,5331,1949
14139,2018-04-30,69-CUQ-7880,FIAT,DOBLO,2001-01-11,29568,2924,755
14140,2018-02-15,23-HFG-1091,FIAT,500L,2006-12-18,151570,6485,1378
14141,2020-01-21,08-LRK-5486,FIAT,500L,2006-03-02,131496,7488,814
14142,2019-03-06,73-MJJ-9920,FORD,FOCUS,2017-06-15,105726,3839,1051
14143,2019-11-25,72-AAX-3007,VOLKSWAGEN,POLO,2012-10-15,157284,1249,878
14144,2019-10-28,24-YUE-6058,BMW,X5,2003-09-14,182087,1048,1202
14145,2018-08-02,41-BGU-4387,BMW,X7,2005-03-25,144880,7385,1153
14146,2018-02-23,17-ETP-4167,TESLA,T2,2004-11-16,111586,3685,698
14147,2019-10-31,50-DKH-7823,MERCEDES,S600,2013-09-03,177774,9698,738
14148,2018-06-18,80-MPG-8632,MERCEDES,S600,2006-02-19,140690,9866,1745
14149,2018-04-03,10-SLC-1143,VOLKSWAGEN,PASSAT,2004-08-03,108413,3005,856
14150,2019-06-28,37-OYM-2493,TESLA,T4,2003-12-23,16302,3937,944
14151,2019-10-26,03-WVB-5571,VOLVO,V4,2018-06-21,189253,5555,1737
14152,2019-06-21,63-TED-365,BMW,X3,2006-06-15,122347,4549,1637
14153,2018-09-15,42-ZGH-4915,BMW,X5,2015-08-06,55719,6253,363
14154,2019-02-03,55-CAM-8895,TOFAS,KARTAL,2004-03-18,55694,9658,263
14155,2020-04-08,20-NAB-736,TESLA,T1,2005-11-24,103300,3850,250
14156,2019-04-28,78-HXS-3161,FIAT,DOBLO,2015-05-01,21108,9593,1850
14157,2018-09-27,69-URT-535,BMW,X5,2013-11-26,92511,5100,1092
14158,2019-09-20,56-TXS-7925,PEUGEOT,407,2017-09-13,11010,7314,1096
14159,2018-12-06,78-ZUJ-534,FIAT,500L,2007-07-21,21793,5471,1626
14160,2020-03-12,55-LXM-8168,TOFAS,DOGAN,2000-10-05,93247,1208,952
14161,2019-05-30,36-UNI-5143,FORD,FIESTA,2008-04-08,32188,1006,334
14162,2018-06-25,34-MTZ-980,BMW,X7,2003-06-17,5893,6128,1547
14163,2019-11-18,01-KYW-8677,MERCEDES,C180,2018-07-19,45072,4974,335
14164,2018-01-03,15-PTY-1741,AUDI,Q3,2004-07-01,58967,1923,340
14165,2018-02-23,36-CVM-9891,BMW,X7,2001-01-29,107741,4418,348
14166,2020-04-17,26-OKL-8996,TOFAS,KARTAL,2019-02-19,29005,8587,767
14167,2018-05-14,22-EDD-3274,FORD,KA,2011-06-04,167379,322,914
14168,2019-08-17,11-PGV-5243,FIAT,500L,2002-01-08,114060,8346,1820
14169,2018-10-28,41-CUU-1733,MERCEDES,S350,2009-06-13,49259,5331,963
14170,2018-08-02,79-JWW-5574,SAAB,S2,2015-03-15,106513,1005,1116
14171,2019-12-23,39-APX-7671,VOLKSWAGEN,POLO,2000-03-13,154694,1343,1665
14172,2018-03-12,49-RXI-914,AUDI,Q3,2017-01-14,110963,9961,1082
14173,2019-07-11,08-FEA-1424,TESLA,T2,2003-07-17,133529,5556,1050
14174,2018-10-21,77-UQZ-484,MERCEDES,S600,2001-03-17,80897,8194,1191
14175,2018-07-17,54-AJF-2909,SAAB,S4,2007-02-20,50110,3236,1570
14176,2019-04-15,29-LHC-1338,VOLVO,V4,2005-03-10,100939,8036,1216
14177,2019-11-24,52-LDC-3573,FIAT,500L,2009-06-03,117184,7376,498
14178,2018-05-23,57-ZDR-8350,BMW,X7,2008-02-15,160987,8348,1141
14179,2020-04-04,44-III-6203,VOLKSWAGEN,JETTA,2011-12-30,145811,6145,385
14180,2018-10-24,13-GKA-7461,BMW,X5,2018-08-10,1198,317,613
14181,2020-03-16,65-CYD-7877,TOFAS,DOGAN,2005-07-26,123166,3817,1213
14182,2019-02-23,71-RKE-5977,MERCEDES,E200,2009-04-08,12481,200,662
14183,2019-01-25,66-XPC-236,VOLVO,V2,2014-02-11,94862,3022,1484
14184,2019-03-01,22-FHR-1772,BMW,X3,2017-06-20,78215,9902,1063
14185,2018-03-13,29-MXC-686,TOFAS,DOGAN,2009-12-03,83008,729,1627
14186,2019-03-20,21-CHX-2704,TOFAS,SAHIN,2001-08-24,157403,2651,1512
14187,2020-01-02,61-IDQ-2289,FIAT,500,2004-09-17,199870,1172,1667
14188,2019-07-01,03-MEN-3516,AUDI,Q3,2004-01-21,98844,1637,1447
14189,2018-10-14,22-ECE-5067,FIAT,500,2012-09-17,122282,3139,457
14190,2018-08-10,25-UAW-3157,FIAT,EGEA,2014-10-18,114628,8967,474
14191,2019-05-25,76-YJJ-879,BMW,X7,2006-04-24,97389,5563,569
14192,2018-12-25,64-LKX-873,MERCEDES,S600,2013-11-27,175143,2355,1325
14193,2019-05-19,64-PQL-5558,TESLA,T3,2015-07-13,40911,819,1216
14194,2018-08-02,31-DIB-1530,SAAB,S4,2018-06-25,155130,4156,1218
14195,2019-09-21,59-SMA-1940,TESLA,T2,2009-07-27,25854,6760,1553
14196,2018-02-17,57-DOE-159,AUDI,A6,2010-05-09,48005,6752,1546
14197,2018-04-04,31-PYT-7752,MERCEDES,S600,2002-09-23,65673,191,1335
14198,2018-09-15,60-FZR-5458,TESLA,T2,2012-02-23,10487,2188,1446
14199,2018-08-31,58-YSV-8082,TESLA,T2,2015-12-08,100930,6220,1291
14200,2018-11-07,46-JYW-5166,VOLVO,V2,2014-03-31,197193,9149,1702
14201,2018-02-24,46-PBT-9477,FIAT,500,2008-06-30,100038,6087,1439
14202,2018-07-01,26-VDO-46,VOLVO,V1,2014-11-29,165072,2214,1716
14203,2019-12-10,17-EOQ-525,AUDI,Q7,2017-03-25,54305,7290,328
14204,2019-11-14,35-HFC-5559,VOLKSWAGEN,JETTA,2011-03-14,83297,6744,1007
14205,2019-10-08,24-ODE-6318,MERCEDES,E200,2011-01-12,198527,3340,537
