id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
12921,2019-10-26,56-NCK-4834,TOFAS,KARTAL,2019-07-11,18803,5516,639
12922,2019-08-08,77-VJV-2773,VOLVO,V3,2016-04-24,102550,1182,1105
12923,2018-07-22,16-GLZ-5358,VOLVO,V3,2017-02-09,113863,9682,1429
12924,2019-09-25,25-MTZ-2113,BMW,X3,2019-06-18,13882,3552,1592
12925,2019-02-16,08-DFS-4495,FIAT,500,2006-06-28,121544,8881,1064
12926,2019-03-19,22-SQA-8236,MERCEDES,S600,2002-08-15,44834,2372,925
12927,2018-03-22,69-YKE-2568,TESLA,T2,2006-08-15,151335,6681,798
12928,2019-07-17,02-UPZ-844,AUDI,A6,2003-08-31,135498,4950,1204
12929,2018-06-27,10-RHU-1237,AUDI,Q5,2004-11-10,42772,1586,402
12930,2019-09-22,81-GJB-735,AUDI,Q3,2017-05-10,115516,9191,1070
12931,2018-09-30,55-DGK-3907,VOLVO,V3,2002-06-25,105983,9281,1032
12932,2018-01-05,20-SWE-6932,SAAB,S3,2016-08-09,6563,5563,364
12933,2018-09-03,10-IUP-242,MERCEDES,S350,2004-09-22,104386,3676,1366
12934,2018-09-29,69-VKU-912,TESLA,T2,2002-06-04,95419,1596,326
12935,2018-08-20,34-QRB-9099,VOLVO,V1,2011-08-12,99084,9095,1038
12936,2019-03-04,54-VKH-6454,FIAT,500L,2004-02-14,179196,3121,1053
12937,2019-07-12,40-ZGD-8563,MERCEDES,S350,2006-02-22,139510,1235,869
12938,2018-09-04,10-LCQ-8672,FORD,KA,2000-10-17,25808,9823,1175
12939,2018-05-08,42-SQT-8305,FORD,FIESTA,2010-08-16,26279,1110,1757
12940,2019-02-09,36-GYA-6548,VOLVO,V4,2001-10-08,47330,1663,1560
12941,2019-05-10,07-NGW-747,BMW,X5,2018-04-13,40812,6211,973
12942,2018-05-15,19-NOB-9940,TESLA,T3,2016-07-25,58386,2664,917
12943,2019-01-14,77-FOR-6217,AUDI,Q7,2008-09-09,124789,8615,1512
12944,2018-04-05,73-RVU-6923,SAAB,S2,2011-01-22,55338,4113,999
12945,2019-11-20,10-TZC-7802,MERCEDES,E200,2017-10-18,68502,6007,999
12946,2019-10-02,75-ICZ-1710,BMW,X7,2005-01-10,121388,1236,365
12947,2019-10-19,25-DIO-8252,TESLA,T1,2019-02-23,134724,3383,977
12948,2019-11-16,64-ADB-6944,FORD,FIESTA,2004-10-21,10441,4397,958
12949,2018-07-31,45-VXR-2483,MERCEDES,C180,2015-12-19,41231,5625,845
12950,2018-05-18,78-JHO-779,TESLA,T4,2012-03-21,79686,4652,1896
12951,2018-02-24,01-DHG-2737,SAAB,S4,2008-02-16,119333,3483,1445
12952,2019-03-24,40-JUP-9741,VOLVO,V2,2011-05-13,34767,2680,1449
12953,2018-11-15,51-RQC-7273,MERCEDES,S350,2002-04-09,20452,6006,315
12954,2018-06-26,23-TWG-5232,FORD,FOCUS,2013-09-18,67700,3844,1379
12955,2019-06-06,75-XVR-9048,TESLA,T1,2017-09-25,181698,3795,653
12956,2018-12-03,75-KXR-6142,AUDI,Q7,2004-03-07,177683,8557,1954
12957,2018-08-03,01-NGE-7362,MERCEDES,S600,2017-07-13,145260,3608,1985
12958,2019-06-11,12-GPM-4226,MERCEDES,S600,2013-09-17,133217,9936,1397
12959,2018-05-11,05-VIL-3004,VOLKSWAGEN,POLO,2006-05-18,44431,3904,1605
12960,2019-03-12,61-WSU-6725,BMW,X3,2009-02-05,93405,1367,1202
12961,2018-07-03,36-IHI-466,FIAT,500,2012-03-05,194900,8774,872
12962,2018-12-06,62-LOY-1383,BMW,X5,2009-09-28,188835,3910,857
12963,2018-05-19,12-BFE-8094,AUDI,Q5,2004-07-14,69298,4324,989
12964,2019-12-25,16-HIM-8184,AUDI,A6,2014-07-15,170587,3730,795
12965,2019-09-14,29-MND-3324,VOLKSWAGEN,PASSAT,2007-11-07,140886,1268,1963
12966,2018-03-22,20-ZZR-6277,VOLVO,V1,2003-05-22,8258,1780,886
12967,2019-07-24,21-URP-1848,VOLVO,V1,2010-03-12,150231,4959,1118
12968,2018-08-08,08-ZOS-5548,TOFAS,DOGAN,2007-09-22,167748,3189,1816
12969,2019-07-02,01-JKV-9626,FORD,KA,2004-01-08,97609,344,1035
12970,2019-03-02,08-KPD-1561,VOLKSWAGEN,PASSAT,2016-12-30,88434,3453,1043
12971,2018-10-19,76-VNK-1142,FORD,FIESTA,2008-11-25,72930,1008,927
12972,2018-03-30,60-JJT-6771,PEUGEOT,306,2002-08-02,78045,389,800
12973,2019-07-23,48-SKP-1155,AUDI,Q3,2019-07-03,65422,6950,264
12974,2018-08-09,76-WZV-5154,TESLA,T3,2013-07-31,60195,8710,1203
12975,2019-03-07,59-HTK-8128,TOFAS,DOGAN,2013-08-28,166450,219,1840
12976,2019-07-16,03-OYQ-3241,VOLVO,V4,2016-12-27,87335,8585,843
12977,2019-02-03,11-ZXK-733,MERCEDES,S600,2001-08-14,133661,3895,1959
12978,2019-02-22,50-LYE-3634,FIAT,500L,2007-05-31,36233,7771,818
12979,2019-01-19,27-REM-9316,BMW,X5,2007-04-04,61039,542,1147
12980,2018-07-03,57-VNO-6075,PEUGEOT,407,2017-07-14,17227,7991,305
12981,2019-03-13,52-JBS-2132,SAAB,S3,2012-09-09,7341,2797,1284
12982,2018-03-31,03-FBN-9605,VOLVO,V3,2000-02-16,112842,7464,1544
12983,2018-02-15,35-COW-1720,SAAB,S4,2010-10-05,194492,9575,981
12984,2018-11-30,23-EHU-5582,MERCEDES,E200,2001-08-24,177969,8129,708
12985,2019-02-14,60-OIC-2520,TESLA,T2,2016-11-14,154478,7860,1186
12986,2018-05-31,17-MIJ-7462,TOFAS,DOGAN,2016-08-12,20460,6221,1160
12987,2019-12-11,49-CXH-9352,TESLA,T3,2007-11-09,29471,1375,322
12988,2019-02-12,39-EWU-1154,AUDI,Q3,2010-10-11,26446,626,404
12989,2019-09-04,80-VED-6232,SAAB,S1,2008-11-01,158055,2452,1337
12990,2018-02-05,34-TJN-5464,AUDI,Q5,2013-03-18,34286,7299,1009
12991,2018-04-05,13-BDO-4517,VOLKSWAGEN,POLO,2013-12-14,21742,4575,653
12992,2018-07-24,51-XUC-5073,BMW,X7,2011-10-08,55839,4341,1277
12993,2019-09-09,20-PVL-4154,FIAT,EGEA,2016-01-07,122205,3235,1672
12994,2018-12-02,47-HZT-3588,MERCEDES,S350,2009-03-13,3972,5714,1471
12995,2018-12-23,13-BXH-4416,SAAB,S4,2018-05-26,51588,4608,1403
12996,2018-03-12,28-CDS-4990,PEUGEOT,407,2007-11-13,121809,7874,780
12997,2019-02-24,71-SGX-5793,VOLKSWAGEN,POLO,2010-04-21,56593,171,1331
12998,2018-12-17,46-ZDT-2727,VOLVO,V2,2003-12-03,136440,6341,1137
12999,2019-11-23,52-FAI-9440,PEUGEOT,206,2011-01-01,158874,5933,445
13000,2018-03-15,10-JYC-6280,FORD,FOCUS,2001-02-09,45941,1265,1538
13001,2019-01-03,19-FHC-5910,FIAT,500,2005-03-22,65651,1932,1550
13002,2019-09-24,75-CMI-2778,TOFAS,SAHIN,2017-02-27,129684,5286,1932
13003,2019-04-21,03-LYL-1566,SAAB,S4,2000-08-14,25616,4934,481
13004,2018-12-01,02-XDG-2026,FORD,KA,2015-05-28,19137,8436,1633
13005,2018-09-29,41-ATM-6989,PEUGEOT,206,2006-04-27,195263,2133,488
13006,2018-09-25,16-SNE-8395,SAAB,S4,2012-10-17,115287,9957,807
13007,2018-02-04,04-GIA-9778,SAAB,S1,2009-08-02,183260,6665,1387
13008,2019-06-23,59-FCS-2803,BMW,X5,2008-02-12,10275,3408,882
13009,2018-02-07,79-AGY-8651,BMW,X3,2007-04-30,191991,4499,597
13010,2019-03-31,04-PDY-2340,TESLA,T3,2009-11-30,88961,7999,1916
13011,2019-04-28,66-VBP-4177,PEUGEOT,407,2015-03-14,100430,606,1146
13012,2019-06-24,47-ZSR-3162,MERCEDES,E200,2019-04-03,87322,8672,1221
13013,2019-11-01,40-IJK-7052,VOLVO,V3,2018-08-11,39035,9942,1401
13014,2019-11-28,01-TYN-1280,SAAB,S4,2006-05-22,184593,3276,1207
13015,2019-03-01,30-SSG-8310,TOFAS,KARTAL,2012-03-10,124817,6458,841
13016,2019-01-10,48-SJI-159,MERCEDES,S600,2013-05-05,165659,5017,1528
13017,2019-12-24,09-VCQ-7579,VOLKSWAGEN,PASSAT,2017-02-14,88747,1421,1677
13018,2019-05-21,08-NEV-3086,PEUGEOT,206,2003-05-07,44594,3416,1869
13019,2018-12-04,04-UHI-3230,AUDI,Q3,2003-02-20,160790,5666,1946
13020,2019-12-22,20-ZUL-1096,SAAB,S3,2017-11-18,24964,3780,640
13021,2018-06-06,79-SFG-1240,PEUGEOT,407,2015-06-30,50551,8896,843
13022,2019-12-07,60-PQN-7757,AUDI,Q3,2019-06-08,72089,8040,401
13023,2019-01-26,37-ILZ-2417,FIAT,500,2008-06-13,53013,1675,1919
13024,2018-07-17,74-VEZ-8033,BMW,X3,2011-06-07,79521,4287,1218
13025,2018-10-07,71-RTO-3801,SAAB,S4,2009-10-15,198500,6838,1688
13026,2018-06-12,04-XFB-9500,AUDI,Q7,2006-06-27,53875,3549,1317
13027,2018-07-23,62-LYR-2516,FIAT,500L,2015-01-01,196264,7368,573
13028,2018-09-06,16-WBA-2980,BMW,X3,2009-11-09,105008,3964,1900
13029,2018-07-15,45-ONZ-6098,VOLKSWAGEN,PASSAT,2004-07-07,125828,1542,1866
13030,2018-07-22,21-DFE-5607,FORD,KA,2015-06-07,143606,5111,1799
13031,2019-06-29,45-ZGA-2375,TESLA,T4,2005-01-30,39005,895,868
13032,2019-12-27,38-RQN-6865,FIAT,EGEA,2003-02-19,167567,3381,788
13033,2018-12-17,15-BCD-7178,VOLKSWAGEN,JETTA,2005-09-27,92091,1353,1489
13034,2019-06-11,16-XTM-9244,VOLVO,V2,2016-11-27,83390,3548,316
13035,2019-05-29,05-JSJ-925,BMW,X5,2012-06-03,12399,8928,1719
13036,2018-06-08,18-RSR-4558,PEUGEOT,306,2001-04-15,89866,3564,999
13037,2018-07-20,67-BXJ-1847,BMW,X5,2013-05-28,70036,4312,759
13038,2019-09-04,32-XFY-886,BMW,X3,2016-08-23,18568,4541,842
13039,2018-06-30,55-TIS-1121,PEUGEOT,306,2005-07-04,32267,6217,865
13040,2018-03-13,14-ADC-1864,AUDI,Q5,2003-09-26,170177,1132,1848
13041,2019-02-09,31-CEB-7077,FORD,FIESTA,2012-08-12,89039,7958,1179
13042,2019-12-15,17-SPP-6855,FORD,KA,2007-08-05,42691,5097,981
13043,2018-03-18,65-NSQ-9068,VOLVO,V4,2011-09-20,33726,5845,1483
13044,2018-09-07,46-BAW-675,MERCEDES,S350,2004-12-21,84164,859,1363
13045,2019-10-20,10-NYO-6411,TOFAS,DOGAN,2002-09-11,79420,7093,465
13046,2019-10-26,44-IEX-755,VOLKSWAGEN,POLO,2007-11-16,147032,5270,839
13047,2018-11-14,44-RRS-5655,BMW,X3,2000-01-14,148164,7396,324
13048,2019-08-13,22-RNO-6598,TESLA,T4,2006-03-05,14522,3497,1081
13049,2019-10-18,48-JMU-8071,AUDI,Q7,2018-12-01,1680,8236,1377
13050,2018-11-04,14-TTP-1628,MERCEDES,E200,2000-10-31,1680,1959,1081
13051,2019-10-06,43-TUY-1642,TOFAS,KARTAL,2015-05-02,31391,3451,477
13052,2018-05-07,64-HBV-4109,TOFAS,SAHIN,2011-03-20,149041,904,1522
13053,2018-03-19,15-MDA-5433,BMW,X3,2017-03-19,143279,2576,1433
13054,2018-11-27,80-LQD-2799,FORD,KA,2004-01-17,186217,7228,326
13055,2019-03-10,24-UXZ-5313,TESLA,T2,2004-08-30,198868,4274,1162
13056,2018-09-05,53-NOX-8343,VOLKSWAGEN,JETTA,2015-02-28,182807,5753,1240
13057,2018-01-21,80-TVD-6345,PEUGEOT,407,2017-09-26,156199,4269,1559
13058,2019-11-15,15-ICU-769,TOFAS,DOGAN,2008-01-11,42882,8518,972
13059,2019-11-10,48-GQA-6194,PEUGEOT,407,2010-06-10,175865,7990,1609
13060,2018-01-06,63-FLW-5705,VOLVO,V3,2015-07-19,51121,6530,1455
13061,2018-10-05,74-UUL-747,TESLA,T4,2010-10-09,189729,901,1144
13062,2018-01-04,81-OBJ-2850,VOLVO,V2,2005-11-30,197718,8147,1062
13063,2019-08-12,08-IZU-7976,PEUGEOT,206,2016-06-20,199894,398,1388
13064,2018-10-30,66-XKC-995,VOLKSWAGEN,PASSAT,2005-07-21,126427,4152,1954
13065,2019-08-05,32-PLY-993,TESLA,T1,2019-02-04,185551,756,865
13066,2018-10-12,55-EYE-6146,SAAB,S4,2018-08-25,14869,5524,1622
13067,2018-04-03,53-KFV-134,TESLA,T1,2004-11-22,58928,1828,1944
13068,2018-07-30,18-DND-9585,BMW,X7,2004-10-15,5010,7642,1752
13069,2018-03-28,55-NFH-9493,TESLA,T4,2011-01-23,193013,5418,991
13070,2019-02-21,37-NXG-2769,MERCEDES,S600,2016-06-20,73038,5314,1885
13071,2019-03-25,35-LYA-821,FORD,KA,2011-01-09,105214,5731,456
13072,2019-10-14,47-UDO-6030,PEUGEOT,206,2015-04-28,108294,8604,995
13073,2019-09-27,27-XAQ-4884,VOLVO,V2,2008-08-03,122940,2874,929
13074,2019-11-24,79-JNG-9614,AUDI,Q7,2003-09-23,47278,4020,1179
13075,2018-10-07,74-YMZ-6131,BMW,X3,2009-06-09,142758,3917,1795
13076,2018-06-03,06-NTE-1363,VOLKSWAGEN,POLO,2006-09-30,142923,1604,1842
13077,2019-12-20,70-ESG-3324,AUDI,Q3,2018-07-31,173427,3425,965
13078,2018-02-25,49-IFP-2083,AUDI,Q3,2013-03-13,167826,5224,949
13079,2019-01-08,59-YCP-4516,FIAT,500L,2017-04-30,135967,6760,1909
13080,2019-11-09,13-KEJ-996,VOLVO,V1,2002-09-22,85871,1012,1077
13081,2019-11-29,50-CYW-4306,AUDI,Q5,2009-12-06,196511,2596,1037
13082,2019-02-03,16-GIB-3109,MERCEDES,E200,2008-10-02,131724,5548,1560
13083,2018-03-10,62-RUA-7097,MERCEDES,E200,2014-09-29,125909,2238,1001
13084,2018-06-29,57-TXI-4755,BMW,X7,2007-02-17,92806,7545,1873
13085,2019-05-07,13-WJK-638,TOFAS,KARTAL,2000-08-04,67548,7309,1928
13086,2018-09-03,31-EFG-3034,TESLA,T1,2010-06-21,16427,5751,1674
13087,2019-12-27,57-DLX-8735,PEUGEOT,306,2008-12-22,134125,5356,1900
13088,2019-03-26,61-LLZ-1178,FIAT,EGEA,2003-11-09,55315,1061,1344
13089,2018-04-02,11-OXK-9193,MERCEDES,S600,2002-06-19,68246,1393,774
13090,2018-06-15,66-ZBI-6991,SAAB,S3,2007-10-23,60741,7730,835
13091,2018-03-07,11-GWR-9236,VOLVO,V3,2010-08-18,81602,6226,1927
13092,2018-05-04,81-FQP-7809,TOFAS,DOGAN,2001-04-03,81664,2654,1956
13093,2018-09-09,09-MPG-9359,BMW,X7,2003-01-26,165632,6615,1961
13094,2018-09-19,78-RFC-6413,AUDI,Q7,2004-09-26,160504,656,841
13095,2018-12-04,73-UMZ-4688,VOLKSWAGEN,POLO,2001-06-12,60017,3587,668
13096,2018-10-06,74-HDS-3926,VOLKSWAGEN,PASSAT,2002-02-06,179762,6636,1601
13097,2018-11-22,56-UIJ-9312,AUDI,Q3,2016-07-09,192695,9515,1508
13098,2019-09-17,41-WZM-4083,VOLKSWAGEN,POLO,2013-08-31,197799,5058,886
13099,2019-12-11,50-VNA-1125,BMW,X7,2012-05-12,160017,6779,1373
13100,2019-12-05,12-UKC-3620,MERCEDES,S350,2014-08-12,62088,6092,296
13101,2019-12-16,33-XUZ-8178,MERCEDES,S600,2005-11-17,74452,6175,538
13102,2019-06-07,13-MSL-6042,AUDI,Q7,2010-04-24,69764,5872,1307
13103,2018-07-06,22-JFK-2555,PEUGEOT,407,2017-12-22,124688,6126,1847
13104,2019-05-11,78-MZF-8095,VOLVO,V1,2011-03-08,85144,161,1311
13105,2018-08-11,23-WCK-9413,TESLA,T3,2004-02-22,131497,9341,1045
13106,2018-10-06,58-TKW-9204,VOLVO,V4,2017-11-07,77134,1957,1820
13107,2018-11-11,16-QHR-3090,PEUGEOT,206,2013-02-26,82948,4938,819
13108,2018-10-11,64-ZBW-6909,SAAB,S3,2007-02-23,66851,9732,1720
13109,2019-04-13,75-OGJ-3564,TESLA,T4,2014-05-20,33115,9096,1958
13110,2019-05-06,57-BIN-1860,PEUGEOT,206,2003-07-30,23401,731,708
13111,2019-09-22,68-KVM-8823,PEUGEOT,206,2017-07-25,107968,8726,1027
13112,2019-06-09,30-WKR-6275,VOLKSWAGEN,JETTA,2014-02-16,56688,8128,1435
13113,2019-06-20,33-UIG-664,VOLKSWAGEN,PASSAT,2008-10-04,196436,8143,871
13114,2019-05-13,40-DWJ-6923,SAAB,S2,2008-10-14,11742,1891,1004
13115,2018-12-02,36-LMB-1004,TOFAS,KARTAL,2015-06-12,31355,8468,1082
13116,2018-03-16,38-JIV-6940,TESLA,T3,2000-04-14,170613,6789,577
13117,2018-07-03,25-IVU-3367,PEUGEOT,206,2009-01-09,109794,8494,1024
13118,2018-05-12,70-CHT-71,FIAT,DOBLO,2017-06-27,55293,4258,1175
13119,2018-02-14,62-RLW-3642,BMW,X5,2007-05-06,110359,9507,1920
13120,2019-11-08,01-NPJ-4394,AUDI,A6,2010-03-19,113216,5615,1849
13121,2018-08-15,57-MNA-6366,MERCEDES,S350,2004-10-12,93834,5128,750
13122,2018-12-11,32-PKS-5426,SAAB,S1,2000-03-11,81123,8663,478
13123,2019-12-21,79-LVG-8038,SAAB,S3,2015-10-12,62398,8804,503
13124,2018-06-13,22-HND-2310,VOLVO,V1,2011-07-16,68668,3283,1361
13125,2019-07-14,38-SDC-3933,MERCEDES,S600,2002-09-14,55050,3266,692
13126,2018-07-28,35-USE-5281,FIAT,EGEA,2001-02-09,4117,3060,574
13127,2018-02-26,21-OPS-1204,PEUGEOT,206,2005-07-05,132522,2435,1262
13128,2019-04-29,44-KMT-3923,BMW,X3,2016-05-25,6654,5248,1520
13129,2018-06-03,16-UUJ-7061,VOLVO,V2,2008-09-16,180090,7041,251
13130,2019-11-15,53-ECN-2411,FORD,KA,2002-08-16,5736,6689,1816
13131,2018-03-26,08-VOG-4223,VOLKSWAGEN,PASSAT,2011-02-12,81712,713,1468
13132,2018-07-14,16-NJT-2102,PEUGEOT,407,2002-01-05,198387,4051,1890
13133,2018-05-17,45-TEM-3799,VOLVO,V2,2011-01-02,85870,8099,1129
13134,2019-12-27,27-UEL-789,FORD,FOCUS,2001-10-14,58277,6680,253
13135,2018-10-08,37-IVR-3041,AUDI,Q5,2002-12-10,82019,7755,603
13136,2019-08-14,16-LZT-3904,VOLVO,V2,2001-09-12,98394,3649,1660
13137,2018-03-30,73-XJX-1548,SAAB,S1,2015-09-21,133881,5119,1427
13138,2018-02-26,14-OOK-7349,SAAB,S3,2011-11-08,21740,6924,1111
13139,2018-02-18,16-TAA-7343,TOFAS,KARTAL,2001-05-26,188329,7656,780
13140,2019-02-03,52-ESD-5330,PEUGEOT,306,2002-12-19,86714,4654,1693
13141,2019-03-31,47-CJB-2867,TESLA,T3,2006-07-15,104465,8945,1391
13142,2018-05-21,05-ECH-5244,TESLA,T3,2008-01-11,5403,6919,1767
13143,2018-06-17,09-RFL-7384,FIAT,500,2003-12-18,146524,9281,791
13144,2018-05-01,50-JJZ-6806,FIAT,500,2013-02-24,42036,2822,545
13145,2019-01-12,77-FEB-5612,VOLKSWAGEN,POLO,2015-01-23,167612,4829,275
13146,2019-07-21,43-LHW-2582,SAAB,S1,2015-02-16,86490,3058,1176
13147,2018-06-20,76-EWC-5038,FIAT,DOBLO,2014-04-20,132781,8450,1628
13148,2018-10-22,64-BKT-1233,SAAB,S2,2008-09-01,100726,8009,441
13149,2018-04-27,81-NZV-3497,VOLVO,V1,2004-08-16,146836,2573,1986
13150,2018-09-14,23-XDS-9933,BMW,X3,2009-05-23,169848,2674,783
13151,2019-08-25,48-BRD-2658,MERCEDES,E200,2015-02-08,162178,7178,1350
13152,2019-02-08,07-TGU-7935,MERCEDES,S350,2003-10-09,125744,6763,1916
13153,2019-06-16,37-JZR-6268,FORD,KA,2002-11-17,103968,6269,1236
13154,2019-11-11,59-ZEW-3520,FORD,FIESTA,2001-01-10,74229,8965,1745
13155,2018-03-01,18-TJL-2276,VOLKSWAGEN,PASSAT,2016-03-05,31642,4187,1291
13156,2019-04-05,51-ZQB-6552,VOLVO,V4,2009-05-01,195345,5699,986
13157,2018-11-20,56-EOG-9385,TESLA,T2,2015-10-06,46630,6948,461
13158,2019-07-03,26-XQB-5480,FIAT,500,2018-01-19,105871,2804,1592
13159,2019-07-08,59-OPL-6336,PEUGEOT,407,2002-11-16,180474,8446,266
13160,2019-06-03,78-HGJ-3041,VOLVO,V1,2014-04-14,129912,2740,1941
13161,2018-04-27,29-PGL-8605,MERCEDES,E200,2002-07-29,135236,2665,1176
13162,2018-03-18,24-ZRM-7249,PEUGEOT,407,2011-03-30,100948,8604,1335
13163,2018-03-02,06-JRV-9627,FORD,FOCUS,2017-11-22,186101,960,998
13164,2018-03-01,64-IJZ-8638,FIAT,500L,2006-03-07,135281,3425,1241
13165,2019-07-27,71-ICQ-7071,BMW,X7,2008-07-08,68278,3510,525
13166,2018-07-28,23-ISN-5943,SAAB,S1,2012-12-15,59089,625,1109
13167,2019-10-22,14-LWM-8464,BMW,X3,2008-06-17,128707,2282,1044
13168,2018-09-06,63-BMK-6253,VOLKSWAGEN,POLO,2002-10-05,24420,830,381
13169,2019-12-26,49-PCY-1778,TESLA,T4,2001-03-01,97025,8935,360
13170,2018-04-25,68-WDL-722,FIAT,500,2011-04-01,8519,6870,1730
13171,2018-06-10,11-XIL-7133,AUDI,A6,2010-11-14,77641,8175,380
13172,2018-03-07,75-EAC-2285,PEUGEOT,306,2012-06-27,144874,639,1859
13173,2019-08-16,23-CVK-1671,VOLVO,V1,2011-01-28,117687,1707,1400
13174,2019-08-26,04-QOB-5642,SAAB,S4,2015-02-24,165711,2708,589
13175,2018-05-05,03-KMG-3396,AUDI,Q3,2005-11-13,169383,9877,1038
13176,2019-10-05,76-ULA-3542,VOLVO,V4,2016-07-28,48813,9296,1367
13177,2018-07-28,46-UYC-6640,TESLA,T1,2016-08-22,103437,724,298
13178,2018-02-22,60-JCQ-650,VOLKSWAGEN,JETTA,2008-10-16,105343,7970,1878
13179,2018-06-18,14-CPH-3420,VOLVO,V1,2016-02-06,126763,7387,1865
13180,2019-02-26,33-XUX-3849,FIAT,500,2001-03-22,160488,8681,1506
13181,2018-09-12,20-DVX-2698,MERCEDES,E200,2011-10-13,102221,4459,1826
13182,2018-11-30,32-SVP-7323,VOLVO,V1,2007-09-03,78462,3398,1922
13183,2018-01-02,75-BBD-9065,FORD,FIESTA,2014-05-22,146568,7169,1156
13184,2018-11-29,52-CWV-3662,AUDI,Q5,2000-11-28,16166,4098,1263
13185,2018-02-06,28-GHV-7692,VOLVO,V4,2001-11-16,198985,6173,503
13186,2019-10-08,15-VAU-2111,MERCEDES,C180,2014-07-16,59961,2481,1630
13187,2018-04-09,22-JUN-6589,FORD,FOCUS,2017-06-29,149122,2921,1146
13188,2018-01-01,31-PLI-298,BMW,X5,2001-01-21,199929,8238,753
13189,2019-12-21,72-BHK-615,BMW,X5,2002-10-16,26443,5851,1114
13190,2019-06-16,17-SMQ-598,AUDI,Q3,2003-04-12,149875,3170,650
13191,2018-09-21,76-XVC-3036,PEUGEOT,206,2002-09-03,193421,6912,1813
13192,2018-01-15,24-UZQ-2693,BMW,X7,2002-10-22,35917,792,550
13193,2019-08-11,03-ZIT-6082,SAAB,S4,2013-08-11,192244,6766,1842
13194,2019-04-25,64-KEA-8689,FIAT,500L,2008-10-02,137537,2258,1420
13195,2018-02-06,19-TQP-2747,TESLA,T4,2010-07-22,51123,1428,1859
13196,2018-01-15,43-UHU-8749,MERCEDES,C180,2015-04-29,85627,5413,1180
13197,2019-02-04,70-UJM-9869,SAAB,S2,2014-10-28,93634,8711,501
13198,2019-11-14,79-YQG-3449,MERCEDES,E200,2019-04-28,123610,3819,1310
13199,2018-08-16,58-VKG-9428,TESLA,T3,2009-12-12,75073,9808,551
13200,2018-12-26,13-TSS-1790,FIAT,DOBLO,2018-04-10,77963,6524,927
13201,2019-04-08,48-AAK-5588,SAAB,S4,2010-05-24,151434,7116,1936
13202,2019-10-13,15-CNG-2076,TOFAS,KARTAL,2011-05-26,147423,8875,554
13203,2019-11-29,38-DEA-9664,BMW,X5,2000-09-25,154719,3780,578
13204,2019-03-24,72-OZN-989,MERCEDES,C180,2010-10-03,179563,5629,1075
13205,2019-01-12,07-NMP-2052,SAAB,S3,2018-01-31,29334,151,676
13206,2018-11-10,73-KMG-1110,VOLKSWAGEN,JETTA,2005-05-16,130611,3112,676
13207,2019-12-04,60-NBQ-9529,AUDI,Q7,2000-12-17,43693,2173,602
13208,2018-10-28,55-NWH-633,BMW,X7,2001-11-11,29222,6593,1002
13209,2018-04-21,66-NTP-3529,TESLA,T2,2014-12-08,44884,7332,961
13210,2019-03-10,43-GFN-4502,AUDI,Q5,2009-11-17,89459,4014,466
13211,2018-08-05,22-FOY-7088,MERCEDES,C180,2018-03-23,77062,4221,1222
13212,2019-06-15,71-VBY-9733,TESLA,T1,2001-02-06,172960,5651,926
13213,2019-07-30,24-ZFG-32,PEUGEOT,306,2002-03-11,146252,9451,1455
13214,2019-10-17,05-OWR-108,TOFAS,DOGAN,2015-12-24,67773,8220,450
13215,2019-01-15,75-XGG-2658,FORD,FOCUS,2009-08-30,161038,7860,729
13216,2018-11-14,69-QSD-4530,FIAT,EGEA,2006-02-13,5056,9869,430
13217,2018-02-20,74-HGK-3586,VOLKSWAGEN,JETTA,2009-04-13,184041,6923,1081
13218,2019-07-06,78-XGW-3322,SAAB,S2,2011-10-14,25238,1213,1024
13219,2018-06-23,39-KVU-3207,AUDI,Q5,2007-03-22,81957,5016,1375
13220,2019-08-05,35-LFZ-8437,AUDI,A6,2005-10-10,58851,5896,1417
13221,2019-03-05,23-GIV-3441,AUDI,Q3,2018-11-07,134049,3287,1248
13222,2019-03-03,27-HBB-189,TESLA,T3,2013-08-06,32417,5122,358
13223,2018-04-21,46-YVF-1899,VOLVO,V3,2014-06-20,59679,8318,1433
13224,2018-12-09,76-WDT-9588,AUDI,Q3,2001-01-04,148184,6935,1045
13225,2018-06-23,38-WNT-9843,VOLVO,V2,2010-07-27,91571,8435,478
13226,2019-08-19,38-OYD-5649,PEUGEOT,206,2012-09-29,98393,6378,1463
13227,2018-08-01,10-BRO-1615,SAAB,S2,2007-11-30,56714,6094,1588
13228,2019-08-04,20-KBZ-2171,FORD,FIESTA,2007-11-26,58242,9175,1958
13229,2018-11-25,78-AWJ-7003,MERCEDES,S600,2001-08-17,49507,739,404
13230,2018-10-06,62-BGS-8108,FIAT,500L,2003-04-09,68080,3641,553
13231,2019-12-17,44-XVV-9647,PEUGEOT,206,2003-05-05,28021,4726,1834
13232,2018-12-30,37-HMD-9402,FIAT,500L,2003-04-12,149888,7089,632
13233,2018-12-03,48-TYL-5596,BMW,X5,2001-03-04,62280,4245,1796
13234,2019-11-02,45-IIG-7680,FIAT,500,2006-12-13,3626,816,667
13235,2018-03-06,08-GMQ-3623,VOLVO,V4,2001-09-03,158748,4429,293
13236,2019-09-25,59-AGT-6635,VOLVO,V4,2002-04-05,8722,4051,961
13237,2019-09-17,56-UBI-7205,TOFAS,SAHIN,2001-09-25,157244,8358,276
